,회사명,거래소코드,회계년도,보통주식비율,외국인_주식분포비율
10893,(주)지아이텍,382480,2020,0,0
10894,(주)지아이텍,382480,2021,53.93,0.17
10895,(주)지앤비에스엔지니어링,382800,2012,0,0
10896,(주)지앤비에스엔지니어링,382800,2013,0,0
10897,(주)지앤비에스엔지니어링,382800,2014,0,0
10898,(주)지앤비에스엔지니어링,382800,2015,0,0
10899,(주)지앤비에스엔지니어링,382800,2016,0,0
10900,(주)지앤비에스엔지니어링,382800,2017,0,0
10901,(주)지앤비에스엔지니어링,382800,2018,0,0
10902,(주)지앤비에스엔지니어링,382800,2019,0,0
10903,(주)지앤비에스엔지니어링,382800,2020,0,0
10904,(주)지앤비에스엔지니어링,382800,2021,31.05,1.31
10905,(주)지앤에스티,36920,2011,18.73,0.46
10906,(주)지앤에스티,36920,2012,5.03,0
10907,(주)지어소프트,51160,2011,18.6,0.32
10908,(주)지어소프트,51160,2012,20.58,0.1
10909,(주)지어소프트,51160,2013,20.58,0.04
10910,(주)지어소프트,51160,2014,22.66,0.05
10911,(주)지어소프트,51160,2015,22.66,0.77
10912,(주)지어소프트,51160,2016,24.29,1.17
10913,(주)지어소프트,51160,2017,25.37,2.47
10914,(주)지어소프트,51160,2018,24.46,3.61
10915,(주)지어소프트,51160,2019,23.7,3.5
10916,(주)지어소프트,51160,2020,23.38,5.06
10917,(주)지어소프트,51160,2021,23.38,13.39
10918,(주)지에스,78930,2011,45.31,19.8
10919,(주)지에스,78930,2012,45.26,16.94
10920,(주)지에스,78930,2013,45.47,17.87
10921,(주)지에스,78930,2014,46.15,16.48
10922,(주)지에스,78930,2015,46.37,19.13
10923,(주)지에스,78930,2016,46.65,18.22
10924,(주)지에스,78930,2017,46.91,19.97
10925,(주)지에스,78930,2018,47.26,21.33
10926,(주)지에스,78930,2019,48.31,22.51
10927,(주)지에스,78930,2020,52.12,18.55
10928,(주)지에스,78930,2021,52.46,18.23
10929,(주)지에스글로벌,1250,2011,54.58,1.55
10930,(주)지에스글로벌,1250,2012,54.58,1.71
10931,(주)지에스글로벌,1250,2013,54.67,2.31
10932,(주)지에스글로벌,1250,2014,54.62,3.36
10933,(주)지에스글로벌,1250,2015,54.62,2.47
10934,(주)지에스글로벌,1250,2016,50.72,3.33
10935,(주)지에스글로벌,1250,2017,50.72,3.85
10936,(주)지에스글로벌,1250,2018,50.75,4.44
10937,(주)지에스글로벌,1250,2019,50.72,3.48
10938,(주)지에스글로벌,1250,2020,50.83,3.8
10939,(주)지에스글로벌,1250,2021,50.82,2.61
10940,(주)지에스리테일,7070,2011,67.51,2.34
10941,(주)지에스리테일,7070,2012,65.75,10.48
10942,(주)지에스리테일,7070,2013,65.75,17.44
10943,(주)지에스리테일,7070,2014,65.75,21.55
10944,(주)지에스리테일,7070,2015,65.75,16.14
10945,(주)지에스리테일,7070,2016,65.76,17.03
10946,(주)지에스리테일,7070,2017,65.76,20.21
10947,(주)지에스리테일,7070,2018,65.77,22.13
10948,(주)지에스리테일,7070,2019,65.78,20.08
10949,(주)지에스리테일,7070,2020,65.78,14.18
10950,(주)지에스리테일,7070,2021,57.9,8.21
10951,(주)지에스이,53050,2011,76.47,0
10952,(주)지에스이,53050,2012,50.77,0.01
10953,(주)지에스이,53050,2013,50.78,0.49
10954,(주)지에스이,53050,2014,49.69,0.14
10955,(주)지에스이,53050,2015,49.59,0.38
10956,(주)지에스이,53050,2016,48.02,0.8
10957,(주)지에스이,53050,2017,45.02,0.48
10958,(주)지에스이,53050,2018,45.02,0.7
10959,(주)지에스이,53050,2019,45.02,0.63
10960,(주)지에스이,53050,2020,44.6,2.01
10961,(주)지에스이,53050,2021,44.6,1.38
10962,(주)지에스홈쇼핑,28150,2011,30,37.76
10963,(주)지에스홈쇼핑,28150,2012,30,30.15
10964,(주)지에스홈쇼핑,28150,2013,30,39.47
10965,(주)지에스홈쇼핑,28150,2014,30,37.07
10966,(주)지에스홈쇼핑,28150,2015,30,35.69
10967,(주)지에스홈쇼핑,28150,2016,30,37.34
10968,(주)지에스홈쇼핑,28150,2017,36.1,33.36
10969,(주)지에스홈쇼핑,28150,2018,36.1,31.85
10970,(주)지에스홈쇼핑,28150,2019,36.1,26.45
10971,(주)지에스홈쇼핑,28150,2020,36.11,25.77
10972,(주)지엔씨에너지,119850,2011,0,0
10973,(주)지엔씨에너지,119850,2012,0,0
10974,(주)지엔씨에너지,119850,2013,39.21,0
10975,(주)지엔씨에너지,119850,2014,34.35,0.57
10976,(주)지엔씨에너지,119850,2015,33.93,0.82
10977,(주)지엔씨에너지,119850,2016,34.96,1.41
10978,(주)지엔씨에너지,119850,2017,35.16,1.82
10979,(주)지엔씨에너지,119850,2018,35.02,2.33
10980,(주)지엔씨에너지,119850,2019,34.64,1.97
10981,(주)지엔씨에너지,119850,2020,34.87,0.67
10982,(주)지엔씨에너지,119850,2021,34.68,1.43
10983,(주)지엔코,65060,2011,15.97,0.15
10984,(주)지엔코,65060,2012,13.7,0.56
10985,(주)지엔코,65060,2013,12.28,1.86
10986,(주)지엔코,65060,2014,12.28,1.09
10987,(주)지엔코,65060,2015,10.52,2.01
10988,(주)지엔코,65060,2016,21.94,2.08
10989,(주)지엔코,65060,2017,30.78,2.67
10990,(주)지엔코,65060,2018,30.78,0.52
10991,(주)지엔코,65060,2019,30.78,3.5
10992,(주)지엔코,65060,2020,30.77,4.25
10993,(주)지엔코,65060,2021,30.77,2.4
10994,(주)지오엘리먼트,311320,2012,0,0
10995,(주)지오엘리먼트,311320,2013,0,0
10996,(주)지오엘리먼트,311320,2014,0,0
10997,(주)지오엘리먼트,311320,2016,0,0
10998,(주)지오엘리먼트,311320,2017,0,0
10999,(주)지오엘리먼트,311320,2018,0,0
11000,(주)지오엘리먼트,311320,2019,0,0
11001,(주)지오엘리먼트,311320,2020,0,0
11002,(주)지오엘리먼트,311320,2021,72.96,0.63
11003,(주)지유온,111820,2011,31.81,1.44
11004,(주)지유온,111820,2012,33.8,1.16
11005,(주)지유온,111820,2013,31.03,3.43
11006,(주)지유온,111820,2014,28.83,0.43
11007,(주)지유온,111820,2015,25.84,0.81
11008,(주)지유온,111820,2016,21.24,10.21
11009,(주)지유온,111820,2017,10.46,10.2
11010,(주)지유온,111820,2018,9.56,17.54
11011,(주)지유온,111820,2019,11.26,17.47
11012,(주)지유온,111820,2020,65.39,18.45
11013,(주)지투알,35000,2011,35,28.68
11014,(주)지투알,35000,2012,35,29.37
11015,(주)지투알,35000,2013,35.03,31.88
11016,(주)지투알,35000,2014,35.03,33.52
11017,(주)지투알,35000,2015,35.03,32.85
11018,(주)지투알,35000,2016,35.03,31.92
11019,(주)지투알,35000,2017,35.03,31.87
11020,(주)지투알,35000,2018,35.03,31.15
11021,(주)지투알,35000,2019,35,31.4
11022,(주)지투알,35000,2020,35,32.82
11023,(주)지투알,35000,2021,35,34.42
11024,(주)지티앤티,53870,2011,28.45,3.75
11025,(주)지티앤티,53870,2012,28.45,0
11026,(주)지티앤티,53870,2013,28.45,0.08
11027,(주)지티앤티,53870,2014,28.45,0.38
11028,(주)지티지웰니스,219750,2013,0,0
11029,(주)지티지웰니스,219750,2014,0,0
11030,(주)지티지웰니스,219750,2015,69.26,0
11031,(주)지티지웰니스,219750,2016,68.14,0
11032,(주)지티지웰니스,219750,2017,65.24,0
11033,(주)지티지웰니스,219750,2018,53.51,1.36
11034,(주)지티지웰니스,219750,2019,51.37,3.71
11035,(주)지티지웰니스,219750,2020,14.51,1.31
11036,(주)지티지웰니스,219750,2021,11.59,1.61
11037,(주)진도,88790,2011,43.77,0.53
11038,(주)진도,88790,2012,44.8,0.52
11039,(주)진도,88790,2013,44.8,0.54
11040,(주)진도,88790,2014,44.8,0.55
11041,(주)진도,88790,2015,51.19,0.94
11042,(주)진도,88790,2016,51.22,0.98
11043,(주)진도,88790,2017,50.85,0.88
11044,(주)진도,88790,2018,50.85,0.86
11045,(주)진도,88790,2019,50.85,0.93
11046,(주)진도,88790,2020,50.85,0.76
11047,(주)진도,88790,2021,50.85,2.88
11048,(주)진로발효,18120,2011,65.59,2.99
11049,(주)진로발효,18120,2012,65.59,2.44
11050,(주)진로발효,18120,2013,65.59,9.88
11051,(주)진로발효,18120,2014,65.59,8.27
11052,(주)진로발효,18120,2015,65.59,8.59
11053,(주)진로발효,18120,2016,65.59,8.5
11054,(주)진로발효,18120,2017,65.59,10.93
11055,(주)진로발효,18120,2018,65.59,10.59
11056,(주)진로발효,18120,2019,65.59,10.03
11057,(주)진로발효,18120,2020,65.6,10.24
11058,(주)진로발효,18120,2021,65.6,9.59
11059,(주)진매트릭스,109820,2011,24.59,0.24
11060,(주)진매트릭스,109820,2012,24.74,0.02
11061,(주)진매트릭스,109820,2013,26.65,0
11062,(주)진매트릭스,109820,2014,23.64,1.54
11063,(주)진매트릭스,109820,2015,14.5,1.73
11064,(주)진매트릭스,109820,2016,17.82,0.83
11065,(주)진매트릭스,109820,2017,15.63,0.48
11066,(주)진매트릭스,109820,2018,14.82,0.08
11067,(주)진매트릭스,109820,2019,12.92,0.53
11068,(주)진매트릭스,109820,2020,15.84,0.24
11069,(주)진매트릭스,109820,2021,15.84,0.32
11070,(주)진바이오텍,86060,2011,33.4,0
11071,(주)진바이오텍,86060,2012,33.42,0
11072,(주)진바이오텍,86060,2013,30.19,0.47
11073,(주)진바이오텍,86060,2014,29.23,0.07
11074,(주)진바이오텍,86060,2015,32.54,0.64
11075,(주)진바이오텍,86060,2016,29.98,1.97
11076,(주)진바이오텍,86060,2017,29.98,1.4
11077,(주)진바이오텍,86060,2018,29.01,3.88
11078,(주)진바이오텍,86060,2019,28.86,2.21
11079,(주)진바이오텍,86060,2020,28.79,2.9
11080,(주)진바이오텍,86060,2021,28.77,2.68
11081,(주)진성티이씨,36890,2011,41.89,2.6
11082,(주)진성티이씨,36890,2012,41.19,1.13
11083,(주)진성티이씨,36890,2013,41.13,0.71
11084,(주)진성티이씨,36890,2014,41.13,2.74
11085,(주)진성티이씨,36890,2015,38.74,1.02
11086,(주)진성티이씨,36890,2016,36.6,1.07
11087,(주)진성티이씨,36890,2017,36.6,2.17
11088,(주)진성티이씨,36890,2018,36.6,1.73
11089,(주)진성티이씨,36890,2019,36.6,3.21
11090,(주)진성티이씨,36890,2020,36.15,1.42
11091,(주)진성티이씨,36890,2021,36.09,4.74
11092,(주)진시스템,363250,2020,0,0
11093,(주)진시스템,363250,2021,24.2,0.38
11094,(주)진양홀딩스,100250,2011,65.34,0
11095,(주)진양홀딩스,100250,2012,62.91,0.93
11096,(주)진양홀딩스,100250,2013,62.91,2.1
11097,(주)진양홀딩스,100250,2014,62.91,4.37
11098,(주)진양홀딩스,100250,2015,62.94,3.67
11099,(주)진양홀딩스,100250,2016,62.94,3.9
11100,(주)진양홀딩스,100250,2017,62.94,3.94
11101,(주)진양홀딩스,100250,2018,62.94,4.29
11102,(주)진양홀딩스,100250,2019,62.94,3.49
11103,(주)진양홀딩스,100250,2020,62.94,2.72
11104,(주)진양홀딩스,100250,2021,62.94,3.68
11105,(주)진에어,272450,2011,0,0
11106,(주)진에어,272450,2012,0,0
11107,(주)진에어,272450,2013,0,0
11108,(주)진에어,272450,2014,0,0
11109,(주)진에어,272450,2015,0,0
11110,(주)진에어,272450,2016,0,0
11111,(주)진에어,272450,2017,60,7.62
11112,(주)진에어,272450,2018,60.01,5.78
11113,(주)진에어,272450,2019,60.01,2.7
11114,(주)진에어,272450,2020,56.39,1.3
11115,(주)진에어,272450,2021,54.92,2.58
11116,(주)차바이오텍,85660,2011,30.86,1.63
11117,(주)차바이오텍,85660,2012,30.44,1.62
11118,(주)차바이오텍,85660,2013,27.22,3.71
11119,(주)차바이오텍,85660,2014,26.04,4.12
11120,(주)차바이오텍,85660,2015,25.83,4.53
11121,(주)차바이오텍,85660,2016,25.83,6.19
11122,(주)차바이오텍,85660,2017,25.52,3.26
11123,(주)차바이오텍,85660,2018,28.51,2.2
11124,(주)차바이오텍,85660,2019,28.37,5.61
11125,(주)차바이오텍,85660,2020,28.32,6.57
11126,(주)차바이오텍,85660,2021,30.98,7.85
11127,(주)차백신연구소,261780,2015,0,0
11128,(주)차백신연구소,261780,2016,0,0
11129,(주)차백신연구소,261780,2020,0,0
11130,(주)차백신연구소,261780,2021,40.29,0.53
11131,(주)창해에탄올,4650,2011,0,0
11132,(주)창해에탄올,4650,2012,0,0
11133,(주)창해에탄올,4650,2013,0,0
11134,(주)창해에탄올,4650,2014,28.44,1.35
11135,(주)창해에탄올,4650,2015,22.46,2.15
11136,(주)창해에탄올,4650,2016,30.13,1.33
11137,(주)창해에탄올,4650,2017,27.36,2.05
11138,(주)창해에탄올,4650,2018,26.63,2.49
11139,(주)창해에탄올,4650,2019,27.13,2.12
11140,(주)창해에탄올,4650,2020,27.13,2.43
11141,(주)창해에탄올,4650,2021,27.14,3.87
11142,(주)천보,278280,2011,0,0
11143,(주)천보,278280,2012,0,0
11144,(주)천보,278280,2013,0,0
11145,(주)천보,278280,2014,0,0
11146,(주)천보,278280,2015,0,0
11147,(주)천보,278280,2016,0,0
11148,(주)천보,278280,2017,0,0
11149,(주)천보,278280,2018,80.58,0
11150,(주)천보,278280,2019,59.1,3.35
11151,(주)천보,278280,2020,56.68,4.98
11152,(주)천보,278280,2021,55.43,11.01
11153,(주)천일고속,650,2011,26.92,0
11154,(주)천일고속,650,2012,26.92,0
11155,(주)천일고속,650,2013,26.92,0
11156,(주)천일고속,650,2014,85.74,0.04
11157,(주)천일고속,650,2015,85.74,0.1
11158,(주)천일고속,650,2016,85.74,0.61
11159,(주)천일고속,650,2017,85.74,0.3
11160,(주)천일고속,650,2018,85.74,0.11
11161,(주)천일고속,650,2019,85.74,0.11
11162,(주)천일고속,650,2020,85.74,0.22
11163,(주)천일고속,650,2021,85.74,0.05
11164,(주)청담글로벌,362320,2020,0,0
11165,(주)청담글로벌,362320,2021,0,0
11166,(주)체리부로,66360,2011,0,0
11167,(주)체리부로,66360,2012,0,0
11168,(주)체리부로,66360,2013,0,0
11169,(주)체리부로,66360,2014,0,0
11170,(주)체리부로,66360,2015,0,0
11171,(주)체리부로,66360,2016,0,0
11172,(주)체리부로,66360,2017,63.41,0.09
11173,(주)체리부로,66360,2018,67.84,1.22
11174,(주)체리부로,66360,2019,71.81,3.25
11175,(주)체리부로,66360,2020,72.07,0.21
11176,(주)체리부로,66360,2021,66.11,0.35
11177,(주)체시스,33250,2011,40.03,0.23
11178,(주)체시스,33250,2012,42.3,0.45
11179,(주)체시스,33250,2013,42.56,1.6
11180,(주)체시스,33250,2014,42.56,2.49
11181,(주)체시스,33250,2015,42.56,2.13
11182,(주)체시스,33250,2016,41.89,2.13
11183,(주)체시스,33250,2017,41.89,0.63
11184,(주)체시스,33250,2018,41.89,1.07
11185,(주)체시스,33250,2019,41.89,0.48
11186,(주)체시스,33250,2020,36.94,2.21
11187,(주)체시스,33250,2021,35.09,2.5
11188,(주)초록뱀미디어,47820,2011,35.28,10.25
11189,(주)초록뱀미디어,47820,2012,32.31,15.18
11190,(주)초록뱀미디어,47820,2013,32.31,15.33
11191,(주)초록뱀미디어,47820,2014,14.97,15.18
11192,(주)초록뱀미디어,47820,2015,25.57,36.88
11193,(주)초록뱀미디어,47820,2016,25.45,41.1
11194,(주)초록뱀미디어,47820,2017,13.25,19.6
11195,(주)초록뱀미디어,47820,2018,44.08,8.35
11196,(주)초록뱀미디어,47820,2019,38.44,4.57
11197,(주)초록뱀미디어,47820,2020,22.89,3.4
11198,(주)초록뱀미디어,47820,2021,30.1,2.26
11199,(주)초록뱀이앤엠,131100,2011,48.43,0
11200,(주)초록뱀이앤엠,131100,2012,46.61,1.39
11201,(주)초록뱀이앤엠,131100,2013,45.62,0
11202,(주)초록뱀이앤엠,131100,2014,43.88,0
11203,(주)초록뱀이앤엠,131100,2015,34.23,0
11204,(주)초록뱀이앤엠,131100,2016,10,0.5
11205,(주)초록뱀이앤엠,131100,2017,10.49,0.47
11206,(주)초록뱀이앤엠,131100,2018,28.03,0
11207,(주)초록뱀이앤엠,131100,2020,16.99,0
11208,(주)초록뱀이앤엠,131100,2021,6.09,0
11209,(주)초록뱀컴퍼니,52300,2011,11.07,0.03
11210,(주)초록뱀컴퍼니,52300,2012,10.85,0.16
11211,(주)초록뱀컴퍼니,52300,2013,9.23,0.11
11212,(주)초록뱀컴퍼니,52300,2014,7.35,0.24
11213,(주)초록뱀컴퍼니,52300,2015,7.73,1.33
11214,(주)초록뱀컴퍼니,52300,2016,17.91,0.68
11215,(주)초록뱀컴퍼니,52300,2017,15.86,2.05
11216,(주)초록뱀컴퍼니,52300,2018,30.37,2.19
11217,(주)초록뱀컴퍼니,52300,2019,32.62,4.2
11218,(주)초록뱀컴퍼니,52300,2020,26.46,1.76
11219,(주)초록뱀컴퍼니,52300,2021,17.37,0.95
11220,(주)초록뱀헬스케어,118000,2011,23.33,2.37
11221,(주)초록뱀헬스케어,118000,2012,13.44,0.92
11222,(주)초록뱀헬스케어,118000,2013,11.9,1.84
11223,(주)초록뱀헬스케어,118000,2014,10.57,1.49
11224,(주)초록뱀헬스케어,118000,2015,10.13,1.13
11225,(주)초록뱀헬스케어,118000,2016,5.02,0.72
11226,(주)초록뱀헬스케어,118000,2017,4.06,0.57
11227,(주)초록뱀헬스케어,118000,2018,11.29,1.56
11228,(주)초록뱀헬스케어,118000,2019,7.81,3.58
11229,(주)초록뱀헬스케어,118000,2020,0,2.4
11230,(주)초록뱀헬스케어,118000,2021,6.2,1.06
11231,(주)칩스앤미디어,94360,2011,0,0
11232,(주)칩스앤미디어,94360,2012,0,0
11233,(주)칩스앤미디어,94360,2013,50.47,0
11234,(주)칩스앤미디어,94360,2014,51.63,0
11235,(주)칩스앤미디어,94360,2015,42.33,0.06
11236,(주)칩스앤미디어,94360,2016,40.47,7.72
11237,(주)칩스앤미디어,94360,2017,38.41,1.25
11238,(주)칩스앤미디어,94360,2018,37.68,1.35
11239,(주)칩스앤미디어,94360,2019,37.68,3.13
11240,(주)칩스앤미디어,94360,2020,37.68,0.8
11241,(주)칩스앤미디어,94360,2021,37.68,0.92
11242,(주)카나리아바이오,16790,2011,0,0
11243,(주)카나리아바이오,16790,2012,0,0
11244,(주)카나리아바이오,16790,2013,0,0
11245,(주)카나리아바이오,16790,2014,0,0
11246,(주)카나리아바이오,16790,2015,0,0
11247,(주)카나리아바이오,16790,2016,0,0
11248,(주)카나리아바이오,16790,2017,0,0
11249,(주)카나리아바이오,16790,2018,37.2,0.11
11250,(주)카나리아바이오,16790,2019,37.22,1.1
11251,(주)카나리아바이오,16790,2020,38.44,0.44
11252,(주)카나리아바이오,16790,2021,38.44,0.78
11253,(주)카스,16920,2011,48.38,0.61
11254,(주)카스,16920,2012,48.14,0.37
11255,(주)카스,16920,2013,48.14,1.19
11256,(주)카스,16920,2014,48.14,0.8
11257,(주)카스,16920,2015,48.14,0.89
11258,(주)카스,16920,2016,48.14,1.4
11259,(주)카스,16920,2017,46.81,0.62
11260,(주)카스,16920,2018,46.81,0.94
11261,(주)카스,16920,2019,34.03,2.33
11262,(주)카스,16920,2020,34.03,1.46
11263,(주)카스,16920,2021,36.2,1.3
11264,(주)카이노스메드,284620,2017,0,0
11265,(주)카이노스메드,284620,2018,14.81,0
11266,(주)카이노스메드,284620,2019,14.81,0
11267,(주)카이노스메드,284620,2020,25.4,4.74
11268,(주)카이노스메드,284620,2021,23.7,3.92
11269,(주)카카오,35720,2011,16.34,0
11270,(주)카카오,35720,2012,16.28,0
11271,(주)카카오,35720,2013,15.09,0
11272,(주)카카오,35720,2014,41.92,0
11273,(주)카카오,35720,2015,40.73,18.3
11274,(주)카카오,35720,2016,36.16,0
11275,(주)카카오,35720,2017,35.97,22.59
11276,(주)카카오,35720,2018,29.05,24.72
11277,(주)카카오,35720,2019,26.3,30.14
11278,(주)카카오,35720,2020,25.47,32.25
11279,(주)카카오,35720,2021,24.19,30.87
11280,(주)카카오게임즈,293490,2016,0,0
11281,(주)카카오게임즈,293490,2017,0,0
11282,(주)카카오게임즈,293490,2018,0,0
11283,(주)카카오게임즈,293490,2019,0,0
11284,(주)카카오게임즈,293490,2020,51.27,0
11285,(주)카카오게임즈,293490,2021,51.85,13.53
11286,(주)카카오엠,16170,2011,67.59,11.75
11287,(주)카카오엠,16170,2012,67.62,8.99
11288,(주)카카오엠,16170,2013,61.43,65.4
11289,(주)카카오엠,16170,2014,61.42,68.7
11290,(주)카카오엠,16170,2015,61.42,71.26
11291,(주)카카오엠,16170,2016,76.42,14.93
11292,(주)카카오엠,16170,2017,76.42,16
11293,(주)카카오페이,377300,2018,0,0
11294,(주)카카오페이,377300,2019,0,0
11295,(주)카카오페이,377300,2020,0,0
11296,(주)카카오페이,377300,2021,47.28,42.68
11297,(주)카프로,6380,2011,28.06,4.8
11298,(주)카프로,6380,2012,28.06,7.39
11299,(주)카프로,6380,2013,25.71,3.94
11300,(주)카프로,6380,2014,22.03,2.09
11301,(주)카프로,6380,2015,19.9,2.38
11302,(주)카프로,6380,2016,11.65,3.45
11303,(주)카프로,6380,2017,11.65,2.56
11304,(주)카프로,6380,2018,11.65,5.54
11305,(주)카프로,6380,2019,11.65,5.93
11306,(주)카프로,6380,2020,12.75,5.64
11307,(주)카프로,6380,2021,12.75,5.04
11308,(주)캐로스,260490,2013,0,0
11309,(주)캐로스,260490,2014,0,0
11310,(주)캐로스,260490,2015,0,0
11311,(주)캐로스,260490,2016,89.93,0
11312,(주)캐리소프트,317530,2016,0,0
11313,(주)캐리소프트,317530,2017,0,0
11314,(주)캐리소프트,317530,2018,0,0
11315,(주)캐리소프트,317530,2019,33.78,0
11316,(주)캐리소프트,317530,2020,34.39,1.02
11317,(주)캐리소프트,317530,2021,33.46,0.7
11318,(주)캐스텍코리아,71850,2011,0,0
11319,(주)캐스텍코리아,71850,2012,0,0
11320,(주)캐스텍코리아,71850,2013,0,0
11321,(주)캐스텍코리아,71850,2014,26.12,0.99
11322,(주)캐스텍코리아,71850,2015,23.65,1.22
11323,(주)캐스텍코리아,71850,2016,23.63,0.71
11324,(주)캐스텍코리아,71850,2017,23.47,0.41
11325,(주)캐스텍코리아,71850,2018,17.52,14.61
11326,(주)캐스텍코리아,71850,2019,17.52,13.89
11327,(주)캐스텍코리아,71850,2020,17.69,13.63
11328,(주)캐스텍코리아,71850,2021,17.28,14.54
11329,(주)캠시스,50110,2011,32.44,0.2
11330,(주)캠시스,50110,2012,32.48,0.73
11331,(주)캠시스,50110,2013,29.56,0.65
11332,(주)캠시스,50110,2014,29.76,1.08
11333,(주)캠시스,50110,2015,21.38,2.27
11334,(주)캠시스,50110,2016,17.69,0.46
11335,(주)캠시스,50110,2017,23.99,1.87
11336,(주)캠시스,50110,2018,23.97,2.06
11337,(주)캠시스,50110,2019,21.56,6.14
11338,(주)캠시스,50110,2020,20.18,2.89
11339,(주)캠시스,50110,2021,18.81,2.51
11340,(주)커넥트웨이브,119860,2011,54.96,0.08
11341,(주)커넥트웨이브,119860,2012,54.94,0.07
11342,(주)커넥트웨이브,119860,2013,54.58,0.52
11343,(주)커넥트웨이브,119860,2014,50.23,1.46
11344,(주)커넥트웨이브,119860,2015,50.23,2.28
11345,(주)커넥트웨이브,119860,2016,51.31,2.11
11346,(주)커넥트웨이브,119860,2017,52.11,12.56
11347,(주)커넥트웨이브,119860,2018,52.11,11.04
11348,(주)커넥트웨이브,119860,2019,52.11,12.48
11349,(주)커넥트웨이브,119860,2020,51.35,18.29
11350,(주)커넥트웨이브,119860,2021,51.35,10.7
11351,(주)컴투스,78340,2011,21.4,16.31
11352,(주)컴투스,78340,2012,21.2,16.15
11353,(주)컴투스,78340,2013,21.4,10.95
11354,(주)컴투스,78340,2014,24.4,8.61
11355,(주)컴투스,78340,2015,24.5,10.7
11356,(주)컴투스,78340,2016,24.53,16.52
11357,(주)컴투스,78340,2017,24.54,28.35
11358,(주)컴투스,78340,2018,24.52,28.68
11359,(주)컴투스,78340,2019,27.83,29.88
11360,(주)컴투스,78340,2020,29.45,29.52
11361,(주)컴투스,78340,2021,29.5,10.14
11362,(주)컴투스홀딩스,63080,2011,36.89,14.28
11363,(주)컴투스홀딩스,63080,2012,33.21,22.29
11364,(주)컴투스홀딩스,63080,2013,28.97,12.11
11365,(주)컴투스홀딩스,63080,2014,29.02,6.55
11366,(주)컴투스홀딩스,63080,2015,27.92,4.39
11367,(주)컴투스홀딩스,63080,2016,33.93,6.95
11368,(주)컴투스홀딩스,63080,2017,33.56,6.89
11369,(주)컴투스홀딩스,63080,2018,33.56,11.09
11370,(주)컴투스홀딩스,63080,2019,34.1,8.47
11371,(주)컴투스홀딩스,63080,2020,35.57,4.62
11372,(주)컴투스홀딩스,63080,2021,36.04,8.67
11373,(주)케미메디,205290,2014,0,0
11374,(주)케미메디,205290,2015,0,0
11375,(주)케미메디,205290,2016,24.03,0
11376,(주)케미메디,205290,2017,21.76,0
11377,(주)케미메디,205290,2018,20.69,0
11378,(주)케스피온,79190,2011,40.62,0
11379,(주)케스피온,79190,2012,40.62,0
11380,(주)케스피온,79190,2013,40.82,0
11381,(주)케스피온,79190,2014,37.09,0.32
11382,(주)케스피온,79190,2015,28.44,0.85
11383,(주)케스피온,79190,2016,27.88,1.33
11384,(주)케스피온,79190,2017,34,0.25
11385,(주)케스피온,79190,2018,26.27,1.36
11386,(주)케스피온,79190,2019,28.24,1.36
11387,(주)케스피온,79190,2020,19.5,1.2
11388,(주)케스피온,79190,2021,18.4,3.33
11389,(주)케어랩스,263700,2016,0,0
11390,(주)케어랩스,263700,2017,76.83,0
11391,(주)케어랩스,263700,2018,47.04,0.96
11392,(주)케어랩스,263700,2019,37.88,0.49
11393,(주)케어랩스,263700,2020,26,0.45
11394,(주)케어랩스,263700,2021,27.3,0.72
11395,(주)케어젠,214370,2011,0,0
11396,(주)케어젠,214370,2012,0,0
11397,(주)케어젠,214370,2013,0,0
11398,(주)케어젠,214370,2014,0,0
11399,(주)케어젠,214370,2015,60.88,2.45
11400,(주)케어젠,214370,2016,62.1,1.93
11401,(주)케어젠,214370,2017,63.26,5.97
11402,(주)케어젠,214370,2018,63.96,9.41
11403,(주)케어젠,214370,2019,63.96,9.54
11404,(주)케어젠,214370,2020,63.96,5.09
11405,(주)케어젠,214370,2021,63.96,4.23
11406,(주)케이비지,318000,2011,0,0
11407,(주)케이비지,318000,2012,0,0
11408,(주)케이비지,318000,2013,0,0
11409,(주)케이비지,318000,2014,0,0
11410,(주)케이비지,318000,2015,0,0
11411,(주)케이비지,318000,2016,0,0
11412,(주)케이비지,318000,2017,0,0
11413,(주)케이비지,318000,2018,0,0
11414,(주)케이비지,318000,2019,38.99,0
11415,(주)케이비지,318000,2020,38.66,1.84
11416,(주)케이비지,318000,2021,38.69,1.64
11417,(주)케이사인,192250,2013,0,0
11418,(주)케이사인,192250,2014,41.03,0.27
11419,(주)케이사인,192250,2015,36.7,0.53
11420,(주)케이사인,192250,2016,36.7,0.86
11421,(주)케이사인,192250,2017,36.7,1.22
11422,(주)케이사인,192250,2018,34.89,2.48
11423,(주)케이사인,192250,2019,34.89,2.98
11424,(주)케이사인,192250,2020,31.32,1.37
11425,(주)케이사인,192250,2021,31.32,1.49
11426,(주)케이씨,29460,2011,42.15,9.91
11427,(주)케이씨,29460,2012,42.15,5
11428,(주)케이씨,29460,2013,42.15,7.93
11429,(주)케이씨,29460,2014,42.04,16.81
11430,(주)케이씨,29460,2015,39.02,15.21
11431,(주)케이씨,29460,2016,39.02,18.39
11432,(주)케이씨,29460,2017,38.85,12.76
11433,(주)케이씨,29460,2018,38.91,15.14
11434,(주)케이씨,29460,2019,38.91,17.05
11435,(주)케이씨,29460,2020,40.67,11.05
11436,(주)케이씨,29460,2021,40.67,7.74
