,회사명,거래소코드,회계년도,상장일,자산,당기순이익(손실),미처분이익잉여금(결손금),총자본증가율,비유동자산증가율,유동자산증가율,자기자본증가율,매출액증가율,정상영업이익증가율,순이익증가율,총포괄이익증가율,매출액순이익률,총자본순이익률,자기자본순이익률,매출원가대매출액비율,광고선전비대매출액비율,유보율,비유동비율,유동비율,당좌비율,현금비율,부채비율,유동부채비율,차입금비율,이자보상배율(이자비용),유보액대비율,유보액대납입자본배율,투자집중도
20672,현대에이치티(주),039010,2012,2000/07/20,38434665.0,-75713.0,-499504.0,-25.64,-4.15,-36.59,-1.87,-8.9,0.0,0.0,0.0,-0.15,-0.16,-0.31,85.09,0.18,439.97,71.76,161.47,123.95,23.84,64.87,57.66,0.0,6.72,49.44,4.41,76.48
20673,현대에이치티(주),039010,2013,2000/07/20,47681382.0,-132682.0,-713332.0,24.06,-6.18,47.37,-0.83,2.81,0.0,0.0,0.0,-0.29,-0.32,-0.59,84.15,0.12,435.47,67.91,144.28,115.95,34.66,106.31,95.92,5.41,-17.17,39.43,4.36,94.95
20674,현대에이치티(주),039010,2014,2000/07/20,54480299.0,5561770.0,4953743.0,14.26,1.13,20.7,24.14,56.21,0.0,0.0,0.0,7.59,10.89,21.5,80.87,0.06,564.71,55.34,151.89,119.18,47.72,89.93,88.62,0.0,549.97,44.74,5.65,69.63
20675,현대에이치티(주),039010,2015,2000/07/20,63370762.0,8777277.0,8743166.0,16.32,-2.82,24.19,29.1,7.37,63.64,57.82,60.48,11.16,14.9,26.74,78.67,0.06,758.12,41.66,190.64,159.89,51.31,71.14,67.92,0.0,2301.71,51.63,7.59,76.66
20676,현대에이치티(주),039010,2016,2000/07/20,71811887.0,10523168.0,9850781.0,13.32,-1.68,18.15,23.64,11.64,23.48,19.81,7.45,11.97,15.56,25.42,78.11,0.04,960.98,33.13,220.38,194.4,16.77,56.88,56.15,0.0,3431.39,57.74,9.61,78.36
20677,현대에이치티(주),039010,2017,2000/07/20,100631143.0,15284886.0,15182900.0,40.13,15.3,46.78,31.14,33.61,65.15,45.29,59.91,13.02,17.73,28.9,76.9,0.09,1291.36,29.13,213.0,187.1,28.6,67.66,65.04,0.0,10481.18,55.36,12.92,81.1
20678,현대에이치티(주),039010,2018,2000/07/20,111225279.0,17046153.0,18353918.0,10.53,62.7,-0.44,25.33,8.5,14.01,11.54,10.11,13.39,16.1,25.22,75.98,0.1,1643.79,37.82,237.05,207.92,31.84,47.86,46.42,0.0,999999999.0,63.75,16.44,74.54
20679,현대에이치티(주),039010,2019,2000/07/20,,10660183.0,10394377.0,,,,,,,,,,,,,,,,,,,,,,,,,
20680,현대에이치티(주),039010,2020,2000/07/20,,9133611.0,9523924.0,,,,,,,,,,,,,,,,,,,,,,,,,
20681,현대에이치티(주),039010,2021,2000/07/20,,9038905.0,9743970.0,,,,,,,,,,,,,,,,,,,,,,,,,
20682,현대엘리베이터(주),017800,2011,1996/07/03,1358712161.0,-137610886.0,189562612.0,-5.41,-12.6,6.63,-8.66,5.24,-48.64,0.0,-242.95,-29.72,-18.7,-46.07,90.05,0.14,909.02,145.17,151.4,148.35,32.93,150.93,69.85,78.9,1.03,35.9,9.09,80.39
20683,현대엘리베이터(주),017800,2012,1996/07/03,1266147704.0,-41414956.0,134954357.0,-6.81,-14.6,3.88,-26.77,4.14,72.52,0.0,0.0,-29.6,-20.65,-57.78,86.33,0.13,559.12,169.29,125.77,123.7,54.97,219.3,119.28,112.27,1.75,26.57,5.59,76.12
20684,현대엘리베이터(주),017800,2013,1996/07/03,1204331842.0,-186615481.0,-42197816.0,-4.88,-17.76,9.65,-59.85,16.45,100.09,0.0,0.0,-32.14,-27.74,-123.19,82.44,0.11,133.59,344.89,88.43,86.74,15.59,652.37,460.78,196.83,4.06,7.63,1.35,70.8
20685,현대엘리베이터(주),017800,2014,1996/07/03,1072912063.0,-220715675.0,-261934976.0,-10.91,-5.73,-15.3,132.77,22.45,35.63,0.0,0.0,3.86,4.43,19.05,80.22,0.15,277.56,140.02,97.41,92.15,22.36,188.66,152.6,78.84,8.57,25.49,2.79,52.15
20686,현대엘리베이터(주),017800,2015,1996/07/03,1772684568.0,-126259524.0,56486684.0,65.22,45.62,83.69,73.09,10.96,17.01,0.0,-206.29,-0.35,-0.35,-0.8,78.56,0.11,420.87,118.08,156.67,151.51,66.31,176.2,100.93,55.7,10.5,29.26,4.21,104.85
20687,현대엘리베이터(주),017800,2016,1996/07/03,2107558500.0,68547530.0,128528375.0,18.89,40.2,2.98,21.35,21.41,16.01,0.0,0.0,6.65,6.03,18.13,77.53,0.0,532.1,134.31,145.28,136.92,68.1,166.42,90.93,43.79,5.19,31.69,5.42,109.14
20688,현대엘리베이터(주),017800,2017,1996/07/03,2287650050.0,101061427.0,209076988.0,8.55,26.35,-9.55,7.43,13.36,-25.49,-27.26,-42.0,3.96,3.59,11.59,81.0,0.0,579.05,160.72,123.43,118.42,42.29,173.88,91.68,59.23,4.98,31.13,5.78,92.28
20689,현대엘리베이터(주),017800,2018,1996/07/03,2374837741.0,24610729.0,219228418.0,3.81,9.78,-4.67,10.14,-5.84,5.75,-91.52,-87.51,0.08,0.06,0.9,80.12,0.0,578.33,158.26,120.95,112.55,45.39,155.03,80.0,41.67,5.91,33.49,5.86,96.0
20690,현대엘리베이터(주),017800,2019,1996/07/03,2547731188.0,63723629.0,251315760.0,7.28,5.97,9.42,1.69,-0.25,-4.8,510.97,298.65,2.33,1.77,5.22,79.86,0.0,588.73,164.71,105.49,100.66,27.92,168.7,98.57,52.01,5.96,31.88,5.97,99.35
20691,현대엘리베이터(주),017800,2020,1996/07/03,2626221535.0,33312368.0,176165747.0,3.08,-8.19,20.93,7.77,-2.74,10.14,96.16,154.02,5.38,3.79,9.78,78.05,0.0,375.63,139.84,128.23,122.77,47.02,156.12,90.68,49.18,6.4,30.96,3.83,113.74
20692,현대엘리베이터(주),017800,2021,1996/07/03,2987393730.0,98987934.0,253143936.0,13.75,29.43,-5.1,11.13,8.36,-14.01,18.86,31.9,5.69,4.0,10.62,81.2,0.0,428.57,163.34,104.53,98.94,33.43,162.93,95.27,54.0,5.61,30.93,4.35,104.88
20693,현대오토에버(주),307950,2019,2019/03/28,1026696506.0,52262184.0,431117410.0,23.84,106.1,7.19,14.19,10.31,14.3,3.61,24.66,3.62,6.13,11.71,89.59,0.0,4751.87,55.85,185.32,184.11,16.52,99.35,77.43,26.01,20.34,49.14,48.05,63.86
20694,현대오토에버(주),307950,2020,2019/03/28,1077027007.0,51254588.0,472436936.0,4.9,-2.75,7.88,8.95,-0.59,8.23,5.48,-1.03,3.89,5.78,11.08,89.1,0.0,5185.97,49.74,191.02,189.97,22.79,91.51,74.22,20.99,21.95,51.24,52.56,66.92
20695,현대오토에버(주),307950,2021,2019/03/28,2346122844.0,61374373.0,526119848.0,117.83,212.81,84.51,146.42,32.5,10.7,18.33,37.89,3.45,4.17,7.26,88.93,0.0,9875.27,63.6,203.92,203.46,19.45,70.53,52.43,14.14,18.22,58.06,99.34,110.64
20696,현대위아(주),011210,2011,2011/02/21,4252849005.0,216690757.0,1004016031.0,20.33,14.42,24.03,52.85,24.74,53.0,85.91,99.86,3.77,6.19,19.8,90.88,0.15,1028.42,104.16,124.77,88.26,16.19,184.39,144.45,69.58,6.88,32.14,10.62,62.28
20697,현대위아(주),011210,2012,2011/02/21,4573489077.0,363793908.0,356567333.0,7.54,14.57,3.47,26.26,9.83,60.26,75.99,60.32,6.05,9.62,25.48,88.27,0.12,1324.76,94.82,155.8,118.86,20.39,143.0,95.1,52.45,12.01,38.34,13.63,60.18
20698,현대위아(주),011210,2013,2011/02/21,4860454999.0,375115027.0,374954425.0,6.27,17.19,-0.71,23.01,1.01,-1.94,-0.23,10.26,5.99,9.01,20.43,88.43,0.15,1652.52,90.49,180.34,135.98,22.73,110.29,66.43,41.28,15.66,44.91,16.97,62.92
20699,현대위아(주),011210,2014,2011/02/21,5937316944.0,404704073.0,392482280.0,22.16,18.8,24.69,26.36,7.1,-0.68,4.07,1.72,5.78,8.13,17.02,89.07,0.17,2081.07,87.21,188.57,151.8,26.41,108.41,64.27,43.04,15.25,47.66,20.81,72.1
20700,현대위아(주),011210,2015,2011/02/21,6683131755.0,339106324.0,339066088.0,12.56,23.15,4.94,11.03,3.8,-4.7,-24.76,-24.29,4.15,5.18,10.87,89.33,0.17,2312.22,96.73,196.59,154.27,31.71,111.28,58.27,49.84,12.54,47.04,23.12,72.22
20701,현대위아(주),011210,2016,2011/02/21,7022079143.0,158712553.0,162114758.0,5.07,7.15,3.31,3.02,-3.74,-47.55,-60.01,-62.76,1.72,1.91,4.07,92.4,0.14,2379.71,100.62,220.34,174.92,47.05,115.49,52.14,60.2,5.8,46.08,23.8,85.45
20702,현대위아(주),011210,2017,2011/02/21,7193681978.0,-72596243.0,-63251802.0,2.44,1.69,3.1,-3.64,-1.34,-93.64,-148.19,-171.64,-0.84,-0.89,-1.97,96.07,0.16,2292.57,106.18,223.35,171.79,53.9,129.09,55.03,71.74,0.31,43.33,22.93,89.33
20703,현대위아(주),011210,2018,2011/02/21,7107447378.0,-4421329.0,-19243517.0,-1.2,-3.53,0.81,-3.29,5.25,-69.91,0.0,0.0,-0.71,-0.78,-1.8,96.17,0.12,2216.7,105.92,208.87,165.76,18.03,134.03,61.34,75.06,0.08,42.41,22.17,84.05
20704,현대위아(주),011210,2019,2011/02/21,6774339000.0,56283000.0,46143000.0,-4.69,-0.35,-8.27,1.81,-7.18,1926.29,0.0,0.0,0.75,0.8,1.8,94.58,0.15,2257.06,103.67,191.74,156.01,20.55,119.11,60.2,69.92,1.6,45.3,22.57,86.85
20705,현대위아(주),011210,2020,2011/02/21,7719906000.0,14354000.0,16058000.0,13.96,16.43,11.74,0.85,-9.88,-29.41,10.44,-36.63,0.81,0.74,1.96,94.68,0.11,2276.39,105.84,200.83,162.51,27.95,118.95,56.32,78.88,1.27,45.38,25.76,110.44
20706,현대위아(주),011210,2021,2011/02/21,7749507000.0,108944000.0,123137000.0,0.38,-3.72,4.23,4.23,14.19,42.76,2.21,235.38,0.74,0.72,1.96,93.4,0.1,2373.4,97.23,195.48,157.15,20.46,109.71,57.54,68.8,1.85,47.39,27.01,99.25
20707,현대일렉트릭앤에너지시스템(주),267260,2017,2017/05/10,2094576576.0,14552073.0,15896176.0,,,,,,,,,,,,,,,,,,,,,,,,,
20708,현대일렉트릭앤에너지시스템(주),267260,2018,2017/05/10,2326055715.0,-177878075.0,-172004463.0,11.05,11.63,10.82,-18.16,33.86,-261.14,-1352.78,-1537.07,-9.22,-8.1,-18.92,92.13,0.31,751.06,79.22,147.03,109.23,33.5,173.24,131.95,106.5,-3.91,32.88,7.51,112.44
20709,현대일렉트릭앤에너지시스템(주),267260,2019,2017/05/10,2256474848.0,-253482532.0,-415810548.0,-2.99,14.51,-10.14,-17.75,-8.72,0.0,0.0,0.0,-14.92,-11.54,-34.08,91.34,0.14,296.82,110.29,132.08,97.3,16.88,222.25,160.49,111.63,-4.66,23.72,2.97,113.42
20710,현대일렉트릭앤에너지시스템(주),267260,2020,2017/05/10,2272620340.0,-37881063.0,-447031290.0,0.72,3.37,-0.66,-2.97,2.27,0.0,0.0,0.0,-2.22,-1.78,-5.84,82.88,0.08,285.28,117.53,115.61,87.49,41.11,234.62,187.78,114.92,2.41,22.62,2.85,113.22
20711,현대일렉트릭앤에너지시스템(주),267260,2021,2017/05/10,2214970250.0,-32960374.0,-484639345.0,-2.54,2.3,-5.16,-4.85,-0.3,-86.61,0.0,0.0,-1.87,-1.5,-5.08,86.98,0.12,267.0,126.37,111.64,83.13,28.33,242.76,193.82,85.83,0.39,21.73,2.67,109.8
20712,현대자동차(주),005380,2011,1974/06/28,109479975000.0,4740886000.0,8015717000.0,15.59,19.86,13.49,23.31,16.14,36.44,37.52,26.64,10.42,7.94,22.78,75.71,1.82,2468.3,106.88,88.26,69.45,18.79,171.48,82.24,107.57,15.78,36.51,26.84,72.18
20713,현대자동차(주),005380,2012,1974/06/28,121537814000.0,5273448000.0,5064118000.0,11.01,11.51,16.1,18.66,8.58,4.48,11.83,-0.5,10.72,7.84,21.1,76.92,2.56,2933.45,100.3,103.49,82.86,20.59,153.64,68.53,94.4,19.77,39.13,31.94,76.52
20714,현대자동차(주),005380,2013,1974/06/28,133421479000.0,5181546000.0,5397782000.0,9.78,13.87,10.88,17.92,3.36,-1.44,-0.23,14.41,10.3,7.05,17.8,77.72,2.39,3463.47,96.73,118.04,95.88,21.53,135.8,56.41,84.81,24.37,42.14,37.76,82.15
20715,현대자동차(주),005380,2014,1974/06/28,147225117000.0,4915888000.0,4626309000.0,10.35,10.91,12.87,11.02,2.23,-9.21,-13.99,-24.12,8.57,5.45,13.41,78.57,2.3,3857.61,96.94,120.89,99.8,20.17,135.11,56.18,86.66,25.15,42.39,41.91,90.82
20716,현대자동차(주),005380,2015,1974/06/28,165367946000.0,5435872000.0,5247353000.0,12.32,20.72,2.88,7.58,3.03,-15.79,-12.65,-0.32,7.08,4.16,10.72,80.15,2.25,4172.19,109.57,106.16,83.84,17.79,147.26,61.62,97.09,24.53,40.5,44.98,102.33
20717,현대자동차(주),005380,2016,1974/06/28,178835928000.0,4101860000.0,3815043000.0,8.14,8.45,8.76,8.33,1.84,-18.31,-15.75,-12.07,6.11,3.32,8.37,81.11,2.38,4522.57,109.85,109.11,84.98,18.09,147.2,60.28,101.52,19.08,40.54,48.69,109.91
20718,현대자동차(주),005380,2017,1974/06/28,178199454000.0,2551319000.0,2294657000.0,-0.36,-1.1,1.8,2.85,2.91,-11.92,-25.41,-46.66,4.72,2.55,5.92,81.76,2.55,4651.1,105.13,112.23,88.41,20.44,138.37,57.73,96.31,13.74,42.04,50.31,107.59
20719,현대자동차(주),005380,2018,1974/06/28,180655752000.0,374888000.0,-973603000.0,1.38,0.53,-2.68,-1.63,0.45,-47.05,-62.6,-81.51,1.7,0.92,2.2,84.36,2.38,4542.68,106.92,95.36,73.68,18.43,144.47,66.9,99.19,7.89,40.72,49.4,104.98
20720,현대자동차(주),005380,2019,1974/06/28,194512220000.0,2767666000.0,2469498000.0,7.67,9.29,-2.63,3.08,9.23,48.85,97.6,535.7,3.01,1.7,4.32,83.3,2.41,4707.45,113.07,86.1,64.22,16.28,154.71,69.81,107.56,11.37,39.27,51.31,98.26
20721,현대자동차(주),005380,2020,1974/06/28,209344212000.0,526975000.0,552287000.0,7.63,2.59,11.3,-0.84,-1.65,-33.58,-52.2,-88.78,1.85,0.95,2.04,82.23,2.16,4680.49,116.04,85.92,66.86,16.59,174.22,77.89,120.73,6.61,36.57,51.41,105.62
20722,현대자동차(주),005380,2021,1974/06/28,233946415000.0,645526000.0,648138000.0,11.75,12.43,4.35,7.92,13.09,178.91,246.97,1655.62,4.84,2.57,6.84,81.35,2.22,5068.22,120.56,82.99,64.86,19.92,183.17,77.75,131.63,21.93,35.52,55.81,102.33
20723,현대정보기술(주),026180,2011,2000/08/08,169156683.0,379187.0,3340400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,96.63,0.0,16.27,207.31,97.08,96.63,1.51,189.12,84.26,89.92,0.93,4.84,0.16,88.24
20724,현대정보기술(주),026180,2012,2000/08/08,156135504.0,-6399004.0,-4193574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.37,-4.09,-12.54,99.68,0.0,1.34,231.01,46.28,46.12,1.04,206.18,162.41,109.01,-1.73,0.44,0.01,63.29
20725,현대정보기술(주),026180,2013,2000/08/08,150247277.0,-18340548.0,-15739157.0,-3.77,-7.52,7.76,-33.09,-19.97,0.0,0.0,0.0,-12.12,-11.99,-43.16,107.45,0.0,-32.18,319.3,44.56,44.5,3.0,340.36,271.68,187.73,-5.05,-10.78,-0.32,75.55
20726,현대정보기술(주),026180,2014,2000/08/08,148439073.0,-9140163.0,-22774451.0,-1.2,-0.73,-2.46,-17.35,-6.07,0.0,0.0,0.0,-6.39,-6.09,-29.2,101.97,0.0,-43.94,383.55,53.2,52.78,4.31,426.42,268.53,240.44,-1.99,-14.9,-0.44,79.11
20727,현대정보기술(주),026180,2015,2000/08/08,165367741.0,-1887033.0,-23179603.0,11.4,-3.23,50.7,72.37,4.21,0.0,0.0,0.0,-1.25,-1.18,-4.84,96.59,0.0,-18.33,215.33,64.86,64.7,1.29,240.24,192.58,125.82,0.54,-6.6,-0.18,87.2
20728,현대정보기술(주),026180,2016,2000/08/08,173615285.0,605835.0,-21700993.0,4.99,4.82,5.28,3.79,13.05,29.24,0.0,305.41,0.4,0.39,1.35,96.65,0.0,-15.23,217.45,65.87,65.4,0.95,244.15,192.34,122.02,1.15,-5.22,-0.15,80.37
20729,현대정보기술(주),026180,2017,2000/08/08,178481654.0,907022.0,-21441078.0,2.8,6.45,-3.46,-0.49,-6.17,42.05,48.66,-74.85,0.63,0.57,1.98,95.4,0.0,-15.65,232.62,62.48,59.04,14.09,255.54,196.73,131.27,1.54,-5.22,-0.16,88.17
20730,현대정보기술(주),026180,2018,2000/08/08,177208550.0,-6797366.0,-27662242.0,-0.71,4.44,-10.47,-13.3,-4.92,-76.35,-721.97,-1539.06,-4.13,-3.48,-13.21,97.02,0.0,-26.87,280.23,52.4,51.82,7.82,307.17,242.27,141.57,0.3,-9.03,-0.27,97.59
20731,현대제철(주),004020,2011,1987/05/23,21776708194.0,735256432.0,1450209491.0,9.55,9.05,10.72,8.16,49.09,23.13,-19.0,-48.75,4.9,3.59,8.51,88.11,0.08,2041.73,166.23,103.75,63.52,15.47,138.81,69.96,111.35,3.23,39.99,20.42,117.06
20732,현대제철(주),004020,2012,1987/05/23,22951386707.0,791447815.0,767450656.0,5.39,15.22,-17.11,7.81,-7.29,-33.15,6.59,5.43,5.63,3.56,8.41,89.99,0.09,2208.66,177.65,89.63,51.48,14.36,133.46,62.27,105.0,2.52,41.05,22.09,115.79
20733,현대제철(주),004020,2013,1987/05/23,29520275370.0,681999425.0,681890725.0,28.62,32.59,15.98,34.17,-4.34,-12.53,-13.12,-9.66,5.24,2.7,6.01,90.03,0.09,2165.52,173.27,97.96,48.7,11.78,120.88,48.61,97.18,3.02,43.34,21.96,155.76
20734,현대제철(주),004020,2014,1987/05/23,28933799402.0,751064647.0,716425180.0,-1.99,-1.48,-3.81,3.29,23.87,95.53,10.53,-27.77,4.67,2.68,5.7,86.16,0.09,2240.03,165.14,103.99,53.8,11.82,109.44,42.6,88.67,3.55,45.78,22.73,156.14
20735,현대제철(주),004020,2015,1987/05/23,31936433537.0,789390353.0,745779712.0,10.38,10.77,8.92,11.88,-3.76,-1.81,-4.07,50.08,4.58,2.43,5.08,84.93,0.12,2211.81,162.82,100.14,50.76,12.32,105.78,42.9,83.35,3.77,47.08,22.53,171.44
20736,현대제철(주),004020,2016,1987/05/23,32389271862.0,810388566.0,842621800.0,1.42,1.28,1.92,5.43,3.47,-1.31,11.61,19.12,5.0,2.59,5.23,85.26,0.05,2327.88,156.41,99.73,49.72,10.82,97.93,41.64,73.77,4.58,48.86,23.72,165.58
20737,현대제철(주),004020,2017,1987/05/23,33373824864.0,726163343.0,827092656.0,3.04,-0.33,15.73,4.01,14.82,-5.36,-12.54,-27.53,3.8,2.21,4.37,87.31,0.08,2424.57,149.75,117.24,56.14,11.49,95.91,39.37,67.79,4.44,49.43,24.73,156.88
20738,현대제철(주),004020,2018,1987/05/23,33304917423.0,373477704.0,356176583.0,-0.21,-3.82,11.52,-0.12,8.42,-24.97,-44.33,-87.51,1.96,1.22,2.39,90.03,0.09,2421.64,144.13,130.83,57.43,11.37,95.65,39.37,66.3,3.14,49.5,24.71,145.97
20739,현대제철(주),004020,2019,1987/05/23,34366332508.0,32468233.0,41106691.0,3.19,1.03,9.23,1.21,-1.29,-67.71,-95.71,277.73,0.12,0.08,0.1,93.19,0.09,2451.97,143.83,149.19,64.84,14.26,99.41,37.25,70.89,1.02,48.58,25.02,149.76
20740,현대제철(주),004020,2020,1987/05/23,34845040108.0,-455916769.0,-479684764.0,1.39,0.49,3.72,-3.27,-12.13,-77.96,-2614.01,-253.82,-2.44,-1.27,-2.59,93.93,0.04,2366.61,149.23,163.6,86.4,15.1,108.74,36.38,81.65,0.22,46.31,24.19,173.16
20741,현대제철(주),004020,2021,1987/05/23,37042298366.0,1382033671.0,1407386249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59,4.06,8.18,84.58,0.03,2594.88,132.89,171.1,80.96,18.49,102.86,40.89,71.39,8.05,47.8,26.54,145.58
20742,현대중공업(주),329180,2021,2021/09/17,15078671491.0,-814133265.0,1151795836.0,9.27,5.77,12.67,4.35,-0.01,0.0,0.0,0.0,-9.8,-5.64,-14.87,102.52,0.07,1160.3,128.58,111.88,99.13,30.32,169.55,126.0,62.29,-6.37,34.16,11.6,167.52
20743,현대코퍼레이션(주),011760,2011,1977/12/01,2079044551.0,67571534.0,153256226.0,29.02,70.9,19.23,98.5,45.89,6.31,-9.83,308.51,0.77,2.27,15.04,97.46,0.0,247.63,135.04,102.24,85.07,23.34,438.37,394.49,175.17,2.57,13.2,2.46,32.83
20744,현대코퍼레이션(주),011760,2012,1977/12/01,1914761875.0,71810018.0,212226458.0,-7.9,-7.18,-8.14,5.16,0.36,-45.26,17.52,-82.29,0.94,2.59,12.95,97.53,0.0,265.55,118.08,104.52,89.84,22.93,367.13,333.94,161.14,1.37,15.58,2.67,30.19
20745,현대코퍼레이션(주),011760,2013,1977/12/01,1718130588.0,47185003.0,247331498.0,-10.27,1.77,-14.34,45.48,-7.06,-23.79,110.77,450.74,2.13,5.96,21.7,97.58,0.0,431.82,82.87,120.45,99.77,25.05,189.06,171.18,68.58,1.37,28.1,4.32,26.72
20746,현대코퍼레이션(주),011760,2014,1977/12/01,1926660486.0,46170739.0,279934418.0,12.14,0.2,16.93,12.22,5.59,77.21,-68.94,-56.71,0.63,1.86,5.36,97.66,0.0,496.78,74.0,125.05,101.72,26.66,188.85,171.81,68.89,6.11,28.83,4.97,28.01
20747,현대코퍼레이션(주),011760,2015,1977/12/01,1503986486.0,142375035.0,409389529.0,-21.94,-9.65,-26.17,-26.58,-20.59,-39.74,335.86,45.45,3.45,8.58,25.47,97.52,0.0,639.77,91.01,115.76,78.43,7.63,206.95,186.54,61.97,4.47,28.19,6.41,25.88
20748,현대코퍼레이션(주),011760,2016,1977/12/01,1514184318.0,8698106.0,408579031.0,0.68,-13.77,6.77,-11.68,-16.5,30.01,-94.59,-132.91,0.23,0.53,1.73,97.0,0.0,564.2,88.81,111.91,83.48,19.18,249.74,233.16,99.53,4.22,24.71,5.66,32.76
20749,현대코퍼레이션(주),011760,2017,1977/12/01,1258929406.0,36314036.0,436039274.0,-16.86,-30.87,-12.09,-16.26,21.0,11.5,213.86,0.0,0.58,1.81,6.29,97.45,0.0,465.2,73.27,117.19,88.93,18.68,247.0,233.57,94.26,4.69,24.52,4.67,24.03
20750,현대코퍼레이션(주),011760,2018,1977/12/01,1098171167.0,-7270069.0,419635811.0,-12.77,-19.1,-11.08,-15.75,9.48,48.59,-135.28,0.0,-0.18,-0.73,-2.64,97.31,0.0,379.04,70.3,121.04,81.78,11.14,258.97,238.49,112.26,4.06,22.93,3.81,19.37
20751,현대코퍼레이션(주),011760,2019,1977/12/01,1444593616.0,15469289.0,425788000.0,31.55,175.76,-3.57,11.65,-9.56,-13.82,0.0,0.0,0.39,1.29,5.07,97.17,0.0,432.71,173.52,126.08,97.56,24.12,322.7,197.63,186.97,3.14,19.91,4.35,21.28
20752,현대코퍼레이션(주),011760,2020,1977/12/01,1219059292.0,48368565.0,465191000.0,-15.61,-5.61,-22.58,-8.0,-32.43,-23.63,201.44,-124.7,1.71,3.71,15.09,96.44,0.0,405.13,178.0,142.92,126.48,53.77,287.66,146.7,194.01,2.04,22.1,4.07,25.12
20753,현대코퍼레이션(주),011760,2021,1977/12/01,1707383176.0,37392793.0,493694000.0,40.06,6.47,68.57,15.34,31.3,5.51,-23.36,0.0,1.0,2.6,11.21,97.06,0.0,477.72,164.26,127.19,102.79,22.33,370.57,240.82,256.0,2.68,18.61,4.8,31.46
20754,현대코퍼레이션홀딩스(주),227840,2015,2015/10/23,,18175690.0,18068692.0,,,,,,,,,,,,,,,,,,,,,,,,,
20755,현대코퍼레이션홀딩스(주),227840,2016,2015/10/23,210305385.0,6419811.0,22343940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,3.05,3.43,85.36,0.0,312.23,57.73,447.46,285.62,262.61,12.2,12.17,0.0,999999999.0,67.56,3.12,80.23
20756,현대코퍼레이션홀딩스(주),227840,2017,2015/10/23,198540566.0,12104266.0,30032827.0,-5.59,-7.39,-3.69,-4.99,-5.45,-7.32,88.55,0.0,8.28,5.88,6.62,84.49,0.0,301.17,56.18,491.09,329.66,288.94,11.31,11.23,0.0,999999999.0,69.17,3.02,82.31
20757,현대코퍼레이션홀딩스(주),227840,2018,2015/10/23,188799168.0,4461020.0,89820540.0,-4.91,-9.01,-0.72,-5.89,13.9,-9.61,-63.15,0.0,2.26,1.93,2.58,85.7,0.0,281.8,54.18,479.57,278.71,247.98,12.2,12.1,0.0,999999999.0,68.28,2.83,73.78
20758,현대코퍼레이션홀딩스(주),227840,2019,2015/10/23,241419346.0,10278626.0,94935080.0,27.87,42.99,13.75,7.0,11.19,17.58,130.41,0.0,5.28,4.51,5.93,85.13,0.0,307.58,72.64,275.55,158.63,135.76,34.51,22.46,0.86,196.3,58.04,3.08,75.73
20759,현대코퍼레이션홀딩스(주),227840,2020,2015/10/23,216918776.0,17722765.0,107608774.0,-10.15,0.13,-22.21,-1.94,-17.58,8.82,72.42,-76.1,11.63,7.69,9.98,82.92,0.0,306.48,73.77,476.54,313.68,255.72,22.59,10.24,1.25,92.67,64.8,3.09,77.34
20760,현대코퍼레이션홀딩스(주),227840,2021,2015/10/23,250984791.0,12082291.0,114923803.0,15.7,30.54,-6.72,12.6,-13.95,-19.36,-29.56,427.15,9.17,5.11,6.68,79.92,0.0,343.04,84.28,297.03,189.41,137.84,24.14,13.42,1.0,74.2,63.87,3.52,90.13
20761,현대페인트(주),011720,2011,1989/05/30,,-15296370.0,-10904684.0,,,,,,,,,,,,,,,,,,,,,,,,,
20762,현대페인트(주),011720,2012,1989/05/30,,-9202444.0,-20442107.0,,,,,,,,,,,,,,,,,,,,,,,,,
20763,현대페인트(주),011720,2013,1989/05/30,,-7812281.0,-54715600.0,,,,,,,,,,,,,,,,,,,,,,,,,
20764,현대페인트(주),011720,2014,1989/05/30,,18257330.0,-36773392.0,,,,,,,,,,,,,,,,,,,,,,,,,
20765,현대페인트(주),011720,2015,1989/05/30,,-2674410.0,-39276490.0,,,,,,,,,,,,,,,,,,,,,,,,,
20766,현대하이스코(주),010520,2011,1989/09/29,4720645707.0,255430275.0,656440229.0,18.82,16.58,20.51,20.63,19.0,41.8,53.13,56.1,3.64,6.85,19.93,91.32,0.11,307.71,122.08,106.29,59.88,17.44,188.97,157.01,92.98,8.69,26.26,3.09,51.57
20767,현대하이스코(주),010520,2012,1989/09/29,5403066921.0,230443636.0,490027382.0,14.46,34.82,-0.44,13.75,2.87,-0.06,-12.3,-19.6,3.1,5.14,14.95,91.06,0.06,363.44,145.05,104.46,61.05,19.22,191.47,140.17,94.41,9.28,27.01,3.64,53.65
20768,현대하이스코(주),010520,2013,1989/09/29,2258186070.0,1529504790.0,1718042454.0,-58.21,-70.7,-45.83,-62.26,-51.86,-62.97,518.35,569.61,39.76,42.0,126.14,92.13,0.09,581.17,112.2,132.33,70.28,6.75,221.58,158.23,131.93,7.5,29.49,5.84,47.08
