,회사명,거래소코드,회계년도,직급명,1인평균지급액(임원),1인년간평균급여(직원)
76358,한세예스24홀딩스(주),16450,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",216905.0,67574.0
76359,한세예스24홀딩스(주),16450,2021/12,사외이사 (감사위원회 위원 제외),0.0,67574.0
76362,한솔로지스틱스(주),9180,2011/12,등기이사,264000.0,42432.0
76367,한솔로지스틱스(주),9180,2012/12,등기이사,285000.0,41000.0
76368,한솔로지스틱스(주),9180,2013/12,등기이사,265000.0,39000.0
76374,한솔로지스틱스(주),9180,2014/12,등기이사,223000.0,45000.0
76379,한솔로지스틱스(주),9180,2015/12,등기이사,179000.0,46348.0
76380,한솔로지스틱스(주),9180,2016/12,사외이사 (감사위원회 위원 제외),33000.0,47000.0
76381,한솔로지스틱스(주),9180,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",234000.0,47000.0
76384,한솔로지스틱스(주),9180,2017/12,사외이사 (감사위원회 위원 제외),30000.0,52758.0
76386,한솔로지스틱스(주),9180,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",240000.0,52758.0
76389,한솔로지스틱스(주),9180,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",303000.0,53000.0
76390,한솔로지스틱스(주),9180,2018/12,사외이사 (감사위원회 위원 제외),30000.0,53000.0
76392,한솔로지스틱스(주),9180,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",228000.0,56000.0
76395,한솔로지스틱스(주),9180,2019/12,사외이사 (감사위원회 위원 제외),30000.0,56000.0
76396,한솔로지스틱스(주),9180,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",175000.0,51000.0
76398,한솔로지스틱스(주),9180,2020/12,사외이사 (감사위원회 위원 제외),0.0,51000.0
76400,한솔로지스틱스(주),9180,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",346000.0,66000.0
76401,한솔로지스틱스(주),9180,2021/12,사외이사 (감사위원회 위원 제외),0.0,66000.0
76405,한솔신텍(주),99660,2011/12,등기이사,187503.0,39294.0
76409,한솔신텍(주),99660,2012/12,등기이사,62232.0,49083.0
76411,한솔신텍(주),99660,2013/12,등기이사,184978.0,46681.0
76417,한솔신텍(주),99660,2014/12,등기이사,60895.0,51392.0
76421,한솔신텍(주),99660,2015/12,등기이사,14480.0,52125.0
76422,한솔신텍(주),99660,2016/12,사외이사 (감사위원회 위원 제외),0.0,53859.0
76424,한솔신텍(주),99660,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",24361.0,53859.0
76428,한솔신텍(주),99660,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",50807.0,53153.0
76429,한솔신텍(주),99660,2017/12,사외이사 (감사위원회 위원 제외),0.0,53153.0
76430,한솔아이원스(주),114810,2013/12,등기이사,136000.0,35323.0
76437,한솔아이원스(주),114810,2014/12,등기이사,144000.0,34579.0
76440,한솔아이원스(주),114810,2015/12,등기이사,172000.0,34859.0
76442,한솔아이원스(주),114810,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",172000.0,33044.0
76443,한솔아이원스(주),114810,2016/12,사외이사 (감사위원회 위원 제외),18000.0,33044.0
76447,한솔아이원스(주),114810,2017/12,사외이사 (감사위원회 위원 제외),17000.0,33200.0
76449,한솔아이원스(주),114810,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",230000.0,33200.0
76450,한솔아이원스(주),114810,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",305000.0,37481.0
76451,한솔아이원스(주),114810,2018/12,사외이사 (감사위원회 위원 제외),0.0,37481.0
76455,한솔아이원스(주),114810,2019/12,사외이사 (감사위원회 위원 제외),0.0,39030.0
76456,한솔아이원스(주),114810,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",245000.0,39030.0
76458,한솔아이원스(주),114810,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",132000.0,44000.0
76459,한솔아이원스(주),114810,2020/12,사외이사 (감사위원회 위원 제외),0.0,44000.0
76462,한솔아이원스(주),114810,2021/12,사외이사 (감사위원회 위원 제외),0.0,48000.0
76465,한솔아이원스(주),114810,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",268105.0,48000.0
76466,한솔아트원제지(주),7190,2011/12,등기이사,62990.0,39803.0
76469,한솔아트원제지(주),7190,2012/12,등기이사,112000.0,41000.0
76472,한솔아트원제지(주),7190,2013/12,등기이사,129000.0,43000.0
76475,한솔아트원제지(주),7190,2014/12,등기이사,48000.0,49000.0
76480,한솔아트원제지(주),7190,2015/12,등기이사,30000.0,51000.0
76482,한솔인티큐브(주),70590,2011/12,등기이사,134000.0,44800.0
76487,한솔인티큐브(주),70590,2012/12,등기이사,150000.0,41000.0
76491,한솔인티큐브(주),70590,2013/12,등기이사,128000.0,43000.0
76492,한솔인티큐브(주),70590,2014/12,등기이사,236000.0,44000.0
76496,한솔인티큐브(주),70590,2015/12,등기이사,128000.0,43000.0
76500,한솔인티큐브(주),70590,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",72000.0,49638.0
76502,한솔인티큐브(주),70590,2016/12,사외이사 (감사위원회 위원 제외),29000.0,49638.0
76504,한솔인티큐브(주),70590,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",129000.0,50000.0
76507,한솔인티큐브(주),70590,2017/12,사외이사 (감사위원회 위원 제외),29000.0,50000.0
76510,한솔인티큐브(주),70590,2018/12,사외이사 (감사위원회 위원 제외),29000.0,53000.0
76511,한솔인티큐브(주),70590,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",197000.0,53000.0
76514,한솔인티큐브(주),70590,2019/12,사외이사 (감사위원회 위원 제외),31000.0,54000.0
76515,한솔인티큐브(주),70590,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",152000.0,54000.0
76516,한솔인티큐브(주),70590,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",205000.0,58000.0
76517,한솔인티큐브(주),70590,2020/12,사외이사 (감사위원회 위원 제외),0.0,58000.0
76521,한솔인티큐브(주),70590,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",167000.0,58000.0
76523,한솔인티큐브(주),70590,2021/12,사외이사 (감사위원회 위원 제외),0.0,58000.0
76525,한솔제지(주),213500,2015/12,등기이사,249000.0,60000.0
76529,한솔제지(주),213500,2016/12,사외이사 (감사위원회 위원 제외),28000.0,69000.0
76531,한솔제지(주),213500,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",347000.0,69000.0
76532,한솔제지(주),213500,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",561000.0,60000.0
76534,한솔제지(주),213500,2017/12,사외이사 (감사위원회 위원 제외),30000.0,60000.0
76536,한솔제지(주),213500,2018/12,사외이사 (감사위원회 위원 제외),0.0,77000.0
76538,한솔제지(주),213500,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",270000.0,77000.0
76541,한솔제지(주),213500,2019/12,사외이사 (감사위원회 위원 제외),0.0,71000.0
76542,한솔제지(주),213500,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",718000.0,71000.0
76545,한솔제지(주),213500,2020/12,사외이사 (감사위원회 위원 제외),0.0,73000.0
76547,한솔제지(주),213500,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",241000.0,73000.0
76548,한솔제지(주),213500,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",975000.0,71000.0
76549,한솔제지(주),213500,2021/12,사외이사 (감사위원회 위원 제외),0.0,71000.0
76554,한솔테크닉스(주),4710,2011/12,등기이사,261964.0,46193.0
76556,한솔테크닉스(주),4710,2012/12,등기이사,240945.0,48131.0
76560,한솔테크닉스(주),4710,2013/12,등기이사,293098.0,48893.0
76563,한솔테크닉스(주),4710,2014/12,등기이사,290330.0,40895.0
76569,한솔테크닉스(주),4710,2015/12,등기이사,307126.0,45072.0
76570,한솔테크닉스(주),4710,2016/12,사외이사 (감사위원회 위원 제외),36000.0,46528.0
76571,한솔테크닉스(주),4710,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",265636.0,46528.0
76575,한솔테크닉스(주),4710,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",206435.0,50031.0
76576,한솔테크닉스(주),4710,2017/12,사외이사 (감사위원회 위원 제외),36000.0,50031.0
76578,한솔테크닉스(주),4710,2018/12,사외이사 (감사위원회 위원 제외),36000.0,53788.0
76581,한솔테크닉스(주),4710,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",383000.0,53788.0
76583,한솔테크닉스(주),4710,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",223000.0,56391.0
76584,한솔테크닉스(주),4710,2019/12,사외이사 (감사위원회 위원 제외),18000.0,56391.0
76586,한솔테크닉스(주),4710,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",376000.0,64211.0
76587,한솔테크닉스(주),4710,2020/12,사외이사 (감사위원회 위원 제외),0.0,64211.0
76592,한솔테크닉스(주),4710,2021/12,사외이사 (감사위원회 위원 제외),0.0,57412.0
76593,한솔테크닉스(주),4710,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",447000.0,57412.0
76595,한솔피엔에스(주),10420,2011/12,등기이사,198000.0,29000.0
76598,한솔피엔에스(주),10420,2012/12,등기이사,138000.0,49272.0
76601,한솔피엔에스(주),10420,2013/12,등기이사,278000.0,44000.0
76606,한솔피엔에스(주),10420,2014/12,등기이사,134000.0,53000.0
76608,한솔피엔에스(주),10420,2015/12,등기이사,189000.0,50000.0
76612,한솔피엔에스(주),10420,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",170000.0,51478.0
76615,한솔피엔에스(주),10420,2016/12,사외이사 (감사위원회 위원 제외),32000.0,51478.0
76617,한솔피엔에스(주),10420,2017/12,사외이사 (감사위원회 위원 제외),30000.0,50223.0
76619,한솔피엔에스(주),10420,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",128000.0,50223.0
76620,한솔피엔에스(주),10420,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",129000.0,57000.0
76623,한솔피엔에스(주),10420,2018/12,사외이사 (감사위원회 위원 제외),30000.0,57000.0
76624,한솔피엔에스(주),10420,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",131000.0,55351.0
76625,한솔피엔에스(주),10420,2019/12,사외이사 (감사위원회 위원 제외),30000.0,55351.0
76629,한솔피엔에스(주),10420,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",181000.0,54350.0
76631,한솔피엔에스(주),10420,2020/12,사외이사 (감사위원회 위원 제외),8000.0,54350.0
76632,한솔피엔에스(주),10420,2021/12,사외이사 (감사위원회 위원 제외),0.0,58000.0
76633,한솔피엔에스(주),10420,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",307000.0,58000.0
76637,한솔홀딩스(주),4150,2011/12,등기이사,1290372.0,48320.0
76638,한솔홀딩스(주),4150,2012/12,등기이사,1347000.0,53372.0
76641,한솔홀딩스(주),4150,2013/12,등기이사,928000.0,55000.0
76645,한솔홀딩스(주),4150,2014/12,등기이사,1110000.0,58698.0
76649,한솔홀딩스(주),4150,2015/12,등기이사,370000.0,71000.0
76654,한솔홀딩스(주),4150,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",414000.0,81000.0
76655,한솔홀딩스(주),4150,2016/12,사외이사 (감사위원회 위원 제외),0.0,81000.0
76658,한솔홀딩스(주),4150,2017/12,사외이사 (감사위원회 위원 제외),0.0,72000.0
76659,한솔홀딩스(주),4150,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",363000.0,72000.0
76660,한솔홀딩스(주),4150,2018/12,사외이사 (감사위원회 위원 제외),0.0,107000.0
76661,한솔홀딩스(주),4150,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",372000.0,107000.0
76664,한솔홀딩스(주),4150,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",469000.0,122000.0
76667,한솔홀딩스(주),4150,2019/12,사외이사 (감사위원회 위원 제외),0.0,122000.0
76668,한솔홀딩스(주),4150,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",451000.0,118000.0
76671,한솔홀딩스(주),4150,2020/12,사외이사 (감사위원회 위원 제외),0.0,118000.0
76672,한솔홀딩스(주),4150,2021/12,사외이사 (감사위원회 위원 제외),0.0,119000.0
76675,한솔홀딩스(주),4150,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",507000.0,119000.0
76676,한스바이오메드(주),42520,2011/09,등기이사,78722.0,29656.0
76678,한스바이오메드(주),42520,2012/09,등기이사,70548.0,26217.0
76682,한스바이오메드(주),42520,2014/09,등기이사,182665.0,32512.0
76687,한스바이오메드(주),42520,2015/09,등기이사,82000.0,30558.0
76690,한스바이오메드(주),42520,2016/09,사외이사 (감사위원회 위원 제외),0.0,29855.0
76691,한스바이오메드(주),42520,2016/09,"등기이사(사외이사, 감사위원회 위원 제외)",98738.0,29855.0
76693,한스바이오메드(주),42520,2017/09,"등기이사(사외이사,감사위원회 위원 제외)",89159.0,30882.0
76696,한스바이오메드(주),42520,2017/09,사외이사 (감사위원회 위원 제외),0.0,30882.0
76697,한스바이오메드(주),42520,2018/09,"등기이사(사외이사,감사위원회 위원 제외)",133409.0,33804.0
76699,한스바이오메드(주),42520,2018/09,사외이사 (감사위원회 위원 제외),0.0,33804.0
76703,한스바이오메드(주),42520,2019/09,사외이사 (감사위원회 위원 제외),0.0,32022.0
76704,한스바이오메드(주),42520,2019/09,"등기이사(사외이사,감사위원회 위원 제외)",126976.0,32022.0
76706,한스바이오메드(주),42520,2020/09,"등기이사(사외이사,감사위원회 위원 제외)",147877.0,37851.0
76708,한스바이오메드(주),42520,2020/09,사외이사 (감사위원회 위원 제외),0.0,37851.0
76709,한스바이오메드(주),42520,2021/09,"등기이사(사외이사,감사위원회 위원 제외)",173700.0,34236.0
76710,한스바이오메드(주),42520,2021/09,사외이사 (감사위원회 위원 제외),3000.0,34236.0
76715,한신공영(주),4960,2011/12,등기이사,125000.0,56000.0
76717,한신공영(주),4960,2012/12,등기이사,265000.0,54000.0
76720,한신공영(주),4960,2013/12,등기이사,269000.0,57000.0
76723,한신공영(주),4960,2014/12,등기이사,136000.0,59000.0
76729,한신공영(주),4960,2015/12,등기이사,136000.0,54529.0
76731,한신공영(주),4960,2016/12,사외이사 (감사위원회 위원 제외),23000.0,60000.0
76734,한신공영(주),4960,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",157000.0,60000.0
76735,한신공영(주),4960,2017/12,사외이사 (감사위원회 위원 제외),30000.0,56000.0
76736,한신공영(주),4960,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",164000.0,56000.0
76740,한신공영(주),4960,2018/12,사외이사 (감사위원회 위원 제외),30000.0,56000.0
76741,한신공영(주),4960,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",168000.0,56000.0
76745,한신공영(주),4960,2019/12,사외이사 (감사위원회 위원 제외),30000.0,65000.0
76746,한신공영(주),4960,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",187000.0,65000.0
76747,한신공영(주),4960,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",365000.0,64000.0
76750,한신공영(주),4960,2020/12,사외이사 (감사위원회 위원 제외),30000.0,64000.0
76752,한신공영(주),4960,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",520000.0,65000.0
76753,한신공영(주),4960,2021/12,사외이사 (감사위원회 위원 제외),27000.0,65000.0
76757,한신기계공업(주),11700,2011/12,등기이사,403668.0,37000.0
76758,한신기계공업(주),11700,2012/12,등기이사,545371.0,35000.0
76762,한신기계공업(주),11700,2013/12,등기이사,491530.0,44000.0
76767,한신기계공업(주),11700,2014/12,등기이사,432233.0,36000.0
76770,한신기계공업(주),11700,2015/12,등기이사,551000.0,32000.0
76773,한신기계공업(주),11700,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",434000.0,35000.0
76774,한신기계공업(주),11700,2016/12,사외이사 (감사위원회 위원 제외),12000.0,35000.0
76777,한신기계공업(주),11700,2017/12,사외이사 (감사위원회 위원 제외),12000.0,34000.0
76779,한신기계공업(주),11700,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",500000.0,34000.0
76781,한신기계공업(주),11700,2018/12,사외이사 (감사위원회 위원 제외),12000.0,35000.0
76782,한신기계공업(주),11700,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",489000.0,35000.0
76787,한신기계공업(주),11700,2019/12,사외이사 (감사위원회 위원 제외),13000.0,36000.0
76788,한신기계공업(주),11700,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",480000.0,36000.0
76789,한신기계공업(주),11700,2020/12,사외이사 (감사위원회 위원 제외),12000.0,40000.0
76792,한신기계공업(주),11700,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",2228000.0,40000.0
76793,한신기계공업(주),11700,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",543000.0,42000.0
76795,한신기계공업(주),11700,2021/12,사외이사 (감사위원회 위원 제외),12000.0,42000.0
76798,한양디지텍(주),78350,2011/12,등기이사,245871.0,39945.0
76802,한양디지텍(주),78350,2012/12,등기이사,284610.0,38423.0
76804,한양디지텍(주),78350,2013/12,등기이사,231450.0,43221.0
76808,한양디지텍(주),78350,2014/12,등기이사,370137.0,39896.0
76813,한양디지텍(주),78350,2015/12,등기이사,310513.0,44314.0
76815,한양디지텍(주),78350,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",217200.0,44503.0
76816,한양디지텍(주),78350,2016/12,사외이사 (감사위원회 위원 제외),24000.0,44503.0
76819,한양디지텍(주),78350,2017/12,사외이사 (감사위원회 위원 제외),24000.0,47090.0
76820,한양디지텍(주),78350,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",177803.0,47090.0
76823,한양디지텍(주),78350,2018/12,사외이사 (감사위원회 위원 제외),24000.0,48876.0
76824,한양디지텍(주),78350,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",409800.0,48876.0
76827,한양디지텍(주),78350,2019/12,사외이사 (감사위원회 위원 제외),24000.0,49938.0
76830,한양디지텍(주),78350,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",418000.0,49938.0
76832,한양디지텍(주),78350,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",629000.0,69000.0
76833,한양디지텍(주),78350,2020/12,사외이사 (감사위원회 위원 제외),24000.0,69000.0
76836,한양디지텍(주),78350,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",1485000.0,86000.0
76837,한양디지텍(주),78350,2021/12,사외이사 (감사위원회 위원 제외),12000.0,86000.0
76841,한양이엔지(주),45100,2011/12,등기이사,480717.0,44558.0
76842,한양이엔지(주),45100,2012/12,등기이사,438000.0,45361.0
76848,한양이엔지(주),45100,2013/12,등기이사,503000.0,44624.0
76849,한양이엔지(주),45100,2014/12,등기이사,559000.0,49000.0
76855,한양이엔지(주),45100,2015/12,등기이사,964000.0,61000.0
76857,한양이엔지(주),45100,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",819000.0,51000.0
76858,한양이엔지(주),45100,2016/12,사외이사 (감사위원회 위원 제외),24000.0,51000.0
76861,한양이엔지(주),45100,2017/12,사외이사 (감사위원회 위원 제외),24000.0,56000.0
76862,한양이엔지(주),45100,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",1107000.0,56000.0
76866,한양이엔지(주),45100,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",1787000.0,62000.0
76867,한양이엔지(주),45100,2018/12,사외이사 (감사위원회 위원 제외),24000.0,62000.0
76870,한양이엔지(주),45100,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",1161000.0,64000.0
76871,한양이엔지(주),45100,2019/12,사외이사 (감사위원회 위원 제외),24000.0,64000.0
76873,한양이엔지(주),45100,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",1406000.0,65000.0
76874,한양이엔지(주),45100,2020/12,사외이사 (감사위원회 위원 제외),24000.0,65000.0
76879,한양이엔지(주),45100,2021/12,사외이사 (감사위원회 위원 제외),17000.0,59000.0
76880,한양이엔지(주),45100,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",971000.0,59000.0
76883,한온시스템(주),18880,2011/12,등기이사,384000.0,79454.0
76884,한온시스템(주),18880,2012/12,등기이사,306000.0,88845.0
76888,한온시스템(주),18880,2013/12,등기이사,1228000.0,88192.0
76894,한온시스템(주),18880,2014/12,등기이사,391000.0,88446.0
76896,한온시스템(주),18880,2015/12,등기이사,80000.0,82664.0
76899,한온시스템(주),18880,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",28000.0,92310.0
76900,한온시스템(주),18880,2016/12,사외이사 (감사위원회 위원 제외),28000.0,92310.0
76903,한온시스템(주),18880,2017/12,사외이사 (감사위원회 위원 제외),50000.0,93536.0
76905,한온시스템(주),18880,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",0.0,93536.0
76907,한온시스템(주),18880,2018/12,사외이사 (감사위원회 위원 제외),59000.0,91067.0
76909,한온시스템(주),18880,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",0.0,91067.0
76911,한온시스템(주),18880,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",0.0,92690.0
76912,한온시스템(주),18880,2019/12,사외이사 (감사위원회 위원 제외),78000.0,92690.0
76916,한온시스템(주),18880,2020/12,사외이사 (감사위원회 위원 제외),84000.0,88204.0
76917,한온시스템(주),18880,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",0.0,88204.0
76921,한온시스템(주),18880,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",0.0,88253.0
76922,한온시스템(주),18880,2021/12,사외이사 (감사위원회 위원 제외),84000.0,88253.0
76923,한올바이오파마(주),9420,2011/12,등기이사,153077.0,46273.0
76925,한올바이오파마(주),9420,2012/12,등기이사,150088.0,49486.0
76931,한올바이오파마(주),9420,2013/12,등기이사,149416.0,46501.0
76932,한올바이오파마(주),9420,2014/12,등기이사,222973.0,47396.0
76939,한올바이오파마(주),9420,2015/12,등기이사,163602.0,48040.0
76940,한올바이오파마(주),9420,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",128926.0,49178.0
76942,한올바이오파마(주),9420,2016/12,사외이사 (감사위원회 위원 제외),9151.0,49178.0
76945,한올바이오파마(주),9420,2017/12,사외이사 (감사위원회 위원 제외),8000.0,54336.0
76946,한올바이오파마(주),9420,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",175703.0,54336.0
76949,한올바이오파마(주),9420,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",220824.0,57506.0
76951,한올바이오파마(주),9420,2018/12,사외이사 (감사위원회 위원 제외),8000.0,57506.0
76954,한올바이오파마(주),9420,2019/12,사외이사 (감사위원회 위원 제외),8000.0,60788.0
76955,한올바이오파마(주),9420,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",209567.0,60788.0
76958,한올바이오파마(주),9420,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",191327.0,64125.0
76959,한올바이오파마(주),9420,2020/12,사외이사 (감사위원회 위원 제외),11000.0,64125.0
76962,한올바이오파마(주),9420,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",286256.0,65917.0
76963,한올바이오파마(주),9420,2021/12,사외이사 (감사위원회 위원 제외),12000.0,65917.0
76966,한일건설(주),6440,2011/12,등기이사,175000.0,54014.0
76969,한일네트웍스(주),46110,2011/12,등기이사,72000.0,27742.0
76971,한일네트웍스(주),46110,2012/12,등기이사,86000.0,34291.0
76973,한일네트웍스(주),46110,2013/12,등기이사,99999.0,33526.0
76979,한일네트웍스(주),46110,2014/12,등기이사,110650.0,36725.0
76981,한일네트웍스(주),46110,2015/12,등기이사,93542.0,36009.0
76985,한일네트웍스(주),46110,2016/12,사외이사 (감사위원회 위원 제외),24000.0,38199.0
76988,한일네트웍스(주),46110,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",354000.0,38199.0
76991,한일네트웍스(주),46110,2017/12,사외이사 (감사위원회 위원 제외),24000.0,40898.0
76992,한일네트웍스(주),46110,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",298500.0,40898.0
76993,한일네트웍스(주),46110,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",127567.0,41353.0
76995,한일네트웍스(주),46110,2018/12,사외이사 (감사위원회 위원 제외),14450.0,41353.0
76999,한일네트웍스(주),46110,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",193975.0,44148.0
77000,한일네트웍스(주),46110,2019/12,사외이사 (감사위원회 위원 제외),30000.0,44148.0
77001,한일네트웍스(주),46110,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",200708.0,51445.0
77004,한일네트웍스(주),46110,2020/12,사외이사 (감사위원회 위원 제외),28800.0,51445.0
77007,한일네트웍스(주),46110,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",226808.0,50145.0
77008,한일네트웍스(주),46110,2021/12,사외이사 (감사위원회 위원 제외),28800.0,50145.0
77011,한일단조공업(주),24740,2011/12,등기이사,242500.0,44512.0
77012,한일단조공업(주),24740,2012/12,등기이사,466847.0,44987.0
77017,한일단조공업(주),24740,2013/12,등기이사,292029.0,42416.0
77022,한일단조공업(주),24740,2014/12,등기이사,317808.0,43380.0
77023,한일단조공업(주),24740,2015/12,등기이사,476250.0,48273.0
77029,한일단조공업(주),24740,2016/12,사외이사 (감사위원회 위원 제외),34375.0,47994.0
77030,한일단조공업(주),24740,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",318333.0,47994.0
77031,한일단조공업(주),24740,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",332649.0,46478.0
77034,한일단조공업(주),24740,2017/12,사외이사 (감사위원회 위원 제외),24000.0,46478.0
77035,한일단조공업(주),24740,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",351529.0,50391.0
77037,한일단조공업(주),24740,2018/12,사외이사 (감사위원회 위원 제외),17613.0,50391.0
77041,한일단조공업(주),24740,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",369715.0,53278.0
77042,한일단조공업(주),24740,2019/12,사외이사 (감사위원회 위원 제외),24000.0,53278.0
77043,한일단조공업(주),24740,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",364256.0,51584.0
77045,한일단조공업(주),24740,2020/12,사외이사 (감사위원회 위원 제외),24000.0,51584.0
77048,한일단조공업(주),24740,2021/12,사외이사 (감사위원회 위원 제외),24000.0,52988.0
77050,한일단조공업(주),24740,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",362364.0,52988.0
77052,한일사료(주),5860,2011/12,등기이사,133923.0,44113.0
77053,한일사료(주),5860,2012/12,등기이사,137873.0,40824.0
77058,한일사료(주),5860,2013/12,등기이사,144643.0,41093.0
77061,한일사료(주),5860,2014/12,등기이사,126931.0,40807.0
77064,한일사료(주),5860,2015/12,등기이사,156841.0,48151.0
77069,한일사료(주),5860,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",166121.0,48196.0
77070,한일사료(주),5860,2016/12,사외이사 (감사위원회 위원 제외),6000.0,48196.0
77071,한일사료(주),5860,2017/12,사외이사 (감사위원회 위원 제외),10000.0,53772.0
77074,한일사료(주),5860,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",160094.0,53772.0
77075,한일사료(주),5860,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",186232.0,49713.0
77078,한일사료(주),5860,2018/12,사외이사 (감사위원회 위원 제외),24000.0,49713.0
77079,한일사료(주),5860,2019/12,사외이사 (감사위원회 위원 제외),54000.0,58278.0
77082,한일사료(주),5860,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",221559.0,58278.0
77083,한일사료(주),5860,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",221088.0,59675.0
77085,한일사료(주),5860,2020/12,사외이사 (감사위원회 위원 제외),40000.0,59675.0
77087,한일사료(주),5860,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",214288.0,63676.0
