회사명,거래소코드,회계년도,외국인_주식분포비율,외국인_주식수,보통주식비율,보통주식수
(주)윌비스,008600,2013/12,3.4,1940400,13.95,7952314
(주)윌비스,008600,2014/12,5.25,2990541,13.95,7952314
(주)윌비스,008600,2015/12,4.86,2769731,13.95,7952314
(주)윌비스,008600,2016/12,2.6,1479947,13.95,7952314
(주)윌비스,008600,2017/12,4.05,2309415,13.95,7953814
(주)윌비스,008600,2018/12,3.83,2180927,13.95,7953814
(주)윌비스,008600,2019/12,7.35,4498552,12.99,7953814
(주)윌비스,008600,2020/12,3.32,2162113,12.18,7934514
(주)윌비스,008600,2021/12,3.58,2398360,11.8,7934514
(주)윙스풋,335870,2019/12,0.92,28559,6.41,200000
(주)윙스풋,335870,2020/12,0.25,7708,6.41,200000
(주)윙스풋,335870,2021/12,0.22,6774,6.41,200000
(주)유니드,014830,2011/12,5.8,382038,55.6,3662129
(주)유니드,014830,2012/12,6.04,397486,55.66,3665215
(주)유니드,014830,2013/12,5.44,357948,55.66,3665215
(주)유니드,014830,2014/12,5.15,339264,54.3,3575405
(주)유니드,014830,2015/12,7.18,638507,47.27,4202416
(주)유니드,014830,2016/12,7.75,688614,46.79,4159448
(주)유니드,014830,2017/12,7.21,641020,46.71,4152776
(주)유니드,014830,2018/12,5.77,512889,45.96,4085832
(주)유니드,014830,2019/12,6,533179,45.63,4056801
(주)유니드,014830,2020/12,11.53,1024993,46.58,4140501
(주)유니드,014830,2021/12,14.52,1291166,45.44,4039593
(주)유니드코리아,110500,2011/12,0,0,35.54,2550250
(주)유니드코리아,110500,2012/12,0,0,32.33,2319772
(주)유니드코리아,110500,2013/12,0.32,28506,31.57,2850250
(주)유니온,000910,2011/12,0.71,105581,43.2,6437199
(주)유니온,000910,2012/12,0.23,36453,43.3,6759058
(주)유니온,000910,2013/12,0.36,55519,43.3,6759058
(주)유니온,000910,2014/12,1.09,169609,43.3,6759058
(주)유니온,000910,2015/12,1.02,158808,44.73,6982558
(주)유니온,000910,2016/12,0.73,113665,44.75,6986058
(주)유니온,000910,2017/12,2.37,370233,44.54,6953458
(주)유니온,000910,2018/12,4.17,651210,44.06,6877972
(주)유니온,000910,2019/12,3.41,531628,40.76,6363240
(주)유니온,000910,2020/12,1.17,183082,38.82,6061015
(주)유니온,000910,2021/12,1.36,213058,38.82,6061015
(주)유니온커뮤니티,203450,2016/12,18.93,2778205,23.15,3398019
(주)유니온커뮤니티,203450,2017/12,16.72,2453976,23.15,3398019
(주)유니온커뮤니티,203450,2018/12,16.95,2487512,22.45,3296019
(주)유니온커뮤니티,203450,2019/12,17.46,2563047,22.35,3281019
(주)유니온커뮤니티,203450,2020/12,7.82,1147378,22.34,3281091
(주)유니온커뮤니티,203450,2021/12,5.6,822660,22.34,3281091
(주)유니켐,011330,2011/12,0.04,30484,13.37,10710444
(주)유니켐,011330,2012/12,0.06,19368,17.48,5713080
(주)유니켐,011330,2013/12,0.08,53569,18.27,11862864
(주)유니켐,011330,2014/06,0.37,63103,13.92,2660027
(주)유니켐,011330,2015/06,0.2,168700,24.02,9912361
(주)유니켐,011330,2015/12,0.1,42134,24.75,11474891
(주)유니켐,011330,2016/12,0.2,101076,22.15,11292891
(주)유니켐,011330,2017/12,0.5,255959,22.78,11613312
(주)유니켐,011330,2018/12,0.71,420515,19.24,11613312
(주)유니켐,011330,2019/12,1.18,786615,17.26,11613312
(주)유니켐,011330,2020/12,1.72,1184141,18.6,12783973
(주)유니켐,011330,2021/12,2.05,1486614,17.59,12783973
(주)유니크,011320,2011/12,0,0,34.24,6615890
(주)유니크,011320,2012/12,0,0,34.99,6762992
(주)유니크,011320,2013/12,0,0,35.28,6816505
(주)유니크,011320,2014/12,5.5,1063103,35.8,6916226
(주)유니크,011320,2015/12,3.93,758781,37.12,7170122
(주)유니크,011320,2016/12,4.29,828572,37.65,7273358
(주)유니크,011320,2017/12,0.45,86090,37.97,7335759
(주)유니크,011320,2018/12,1.01,194362,38.03,7348353
(주)유니크,011320,2019/12,4.01,774438,37.4,7225735
(주)유니크,011320,2020/12,1.46,283036,36.64,7079540
(주)유니크,011320,2021/12,2.24,432246,37.19,7185029
(주)유니테스트,086390,2011/12,0.54,85192,18.82,2988277
(주)유니테스트,086390,2012/12,0.63,100503,18.79,2984435
(주)유니테스트,086390,2013/12,0.39,61437,18.79,2984435
(주)유니테스트,086390,2014/12,3.1,574644,16.26,3006435
(주)유니테스트,086390,2015/12,3.42,662851,20.07,3891957
(주)유니테스트,086390,2016/12,5.96,1259797,22.13,4676745
(주)유니테스트,086390,2017/12,5.23,1105803,21.87,4621745
(주)유니테스트,086390,2018/12,30.4,6425092,21.16,4472628
(주)유니테스트,086390,2019/12,20.04,4234886,21.09,4456804
(주)유니테스트,086390,2020/12,4.85,1025218,20.7,4373804
(주)유니테스트,086390,2021/12,11.24,2376043,20.6,4358291
(주)유니테크노,241690,2016/12,0.12,7347,72.49,4323329
(주)유니테크노,241690,2017/12,0.85,101560,72.5,8647574
(주)유니테크노,241690,2018/12,0.43,51316,65.78,7845435
(주)유니테크노,241690,2019/12,0.52,62253,65.78,7845435
(주)유니테크노,241690,2020/12,1.31,156298,65.78,7845435
(주)유니테크노,241690,2021/12,2.21,553151,62.71,15684306
(주)유니트론텍,142210,2016/12,3.47,345031,31.51,3130011
(주)유니트론텍,142210,2017/12,3.25,322919,31.51,3130011
(주)유니트론텍,142210,2018/12,2.69,267005,31.51,3130011
(주)유니트론텍,142210,2019/12,0.18,18796,29.38,3130011
(주)유니트론텍,142210,2020/12,0,0,25.92,3130011
(주)유니트론텍,142210,2021/12,0,0,24.92,3130011
(주)유디피,091270,2014/12,,,43.29,3274263
(주)유디피,091270,2015/12,,,43.29,3274263
(주)유디피,091270,2017/12,,,43.2,3267763
(주)유라테크,048430,2011/12,0.29,32948,69.7,8028197
(주)유라테크,048430,2012/12,0.06,6381,69.7,8028197
(주)유라테크,048430,2013/12,0.73,84466,69.7,8028197
(주)유라테크,048430,2014/12,1.73,199216,69.7,8028197
(주)유라테크,048430,2015/12,0.45,52131,69.7,8028197
(주)유라테크,048430,2016/12,0.38,43590,69.68,8028197
(주)유라테크,048430,2017/12,1.35,155043,69.68,8028197
(주)유라테크,048430,2018/12,0.61,70327,69.68,8028197
(주)유라테크,048430,2019/12,1.1,126905,69.7,8028197
(주)유라테크,048430,2020/12,0.49,56219,69.7,8028197
(주)유라테크,048430,2021/12,0.27,31607,69.7,8028197
(주)유바이오로직스,206650,2017/12,0,0,24.72,6046720
(주)유바이오로직스,206650,2018/12,0,0,24.16,6563528
(주)유바이오로직스,206650,2019/12,0.89,237528,22.8,6291218
(주)유바이오로직스,206650,2020/12,4.75,1462089,11.05,3851055
(주)유바이오로직스,206650,2021/12,4.3,1559201,12.11,4393116
(주)유비케어,032620,2011/12,0.02,7495,43.97,17714411
(주)유비케어,032620,2012/12,0.45,180960,43.97,17714411
(주)유비케어,032620,2013/12,0.27,108040,43.97,17714411
(주)유비케어,032620,2014/12,1,404165,43.97,17714411
(주)유비케어,032620,2015/12,6.71,2705044,43.97,17714411
(주)유비케어,032620,2016/12,4.27,1720026,43.97,17714411
(주)유비케어,032620,2017/12,3.76,1515448,43.97,17714411
(주)유비케어,032620,2018/12,2.14,1118431,34.5,18006260
(주)유비케어,032620,2019/12,3.37,1760089,34.48,18006260
(주)유비케어,032620,2020/12,1.63,851516,52.65,27485155
(주)유비케어,032620,2021/12,0.9,471306,52.66,27486720
(주)유비쿼스,264450,2017/12,9.35,478896,41.42,2122410
(주)유비쿼스,264450,2018/12,10.33,529180,41.49,2125813
(주)유비쿼스,264450,2019/12,6.22,318593,41.42,2122414
(주)유비쿼스,264450,2020/12,3.92,401368,41.43,4244828
(주)유비쿼스,264450,2021/12,3.85,394532,41.07,4208375
(주)유비쿼스홀딩스,078070,2011/12,1.41,299418,34.92,7399275
(주)유비쿼스홀딩스,078070,2012/12,0.96,202495,32.92,6977176
(주)유비쿼스홀딩스,078070,2013/12,2.59,549804,30.19,6400557
(주)유비쿼스홀딩스,078070,2014/12,1.66,351651,30.17,6396252
(주)유비쿼스홀딩스,078070,2015/12,11.97,2537284,29.8,6318090
(주)유비쿼스홀딩스,078070,2016/12,12.75,2703055,29.59,6274269
(주)유비쿼스홀딩스,078070,2017/12,8.78,1411852,29.66,4767801
(주)유비쿼스홀딩스,078070,2018/12,6.16,1152471,50.27,9399036
(주)유비쿼스홀딩스,078070,2019/12,3.46,646754,49.61,9275697
(주)유비쿼스홀딩스,078070,2020/12,4.03,753392,49.56,9265697
(주)유비쿼스홀딩스,078070,2021/12,3.75,701758,49.56,9265697
(주)유성티엔에스,024800,2011/12,0.39,61091,30.33,4788358
(주)유성티엔에스,024800,2012/12,1.27,271048,33.67,7650455
(주)유성티엔에스,024800,2013/12,0.77,174162,34.8,7907220
(주)유성티엔에스,024800,2014/12,1.03,233562,34.8,7907220
(주)유성티엔에스,024800,2015/12,2.29,520451,38.41,8728820
(주)유성티엔에스,024800,2016/12,1.79,406794,34.57,7855788
(주)유성티엔에스,024800,2017/12,2.67,606589,35.46,8056158
(주)유성티엔에스,024800,2018/12,2.87,782066,46.11,12546503
(주)유성티엔에스,024800,2019/12,2.47,671555,46.11,12546503
(주)유성티엔에스,024800,2020/12,0.28,76900,48.24,13125717
(주)유성티엔에스,024800,2021/12,0.32,100081,54.96,17190755
(주)유수홀딩스,000700,2011/12,15.82,6926690,57.96,25375751
(주)유수홀딩스,000700,2012/12,14.29,6257480,57.96,25375751
(주)유수홀딩스,000700,2013/12,13.1,5738794,57.95,25375267
(주)유수홀딩스,000700,2014/12,6.61,1721015,50.17,13063962
(주)유수홀딩스,000700,2015/12,8.47,2206468,50.88,13249211
(주)유수홀딩스,000700,2016/12,5.88,1532239,51.2,13337134
(주)유수홀딩스,000700,2017/12,6.4,1667341,51.21,13337134
(주)유수홀딩스,000700,2018/12,8.33,2170363,51.21,13337134
(주)유수홀딩스,000700,2019/12,6.52,1698389,51.14,13317022
(주)유수홀딩스,000700,2020/12,5.97,1554785,51.14,13317022
(주)유수홀딩스,000700,2021/12,10.33,2691291,55.85,14544016
(주)유신,054930,2011/12,0.07,2138,53.88,1616660
(주)유신,054930,2012/12,0.03,1019,53.73,1612119
(주)유신,054930,2013/12,0,0,53.73,1612119
(주)유신,054930,2014/12,0.21,6430,53.73,1612119
(주)유신,054930,2015/12,0.12,3591,53.74,1612119
(주)유신,054930,2016/12,0.07,2226,53.74,1612119
(주)유신,054930,2017/12,0.4,11922,53.74,1612119
(주)유신,054930,2018/12,2.19,65814,54.26,1627721
(주)유신,054930,2019/12,2.87,86077,50.51,1515354
(주)유신,054930,2020/12,1.3,38907,50.44,1513354
(주)유신,054930,2021/12,5.9,177129,50.44,1513354
(주)유쎌,252370,2016/12,,,46.3,925140
(주)유쎌,252370,2017/12,,,46.27,925340
(주)유쎌,252370,2018/12,,,44.6,892362
(주)유아이디,069330,2011/12,1.17,139439,46.06,5475511
(주)유아이디,069330,2012/12,2.9,344586,41.02,4876749
(주)유아이디,069330,2013/12,2.71,322526,41.15,4892245
(주)유아이디,069330,2014/12,1.84,219302,40.95,4868682
(주)유아이디,069330,2015/12,0.64,75961,40.84,4856597
(주)유아이디,069330,2016/12,0.87,103855,40.73,4843124
(주)유아이디,069330,2017/12,3.15,374726,40.69,4838124
(주)유아이디,069330,2018/12,0.74,87862,41.15,4892745
(주)유아이디,069330,2019/12,0.45,53336,41.17,4894998
(주)유아이디,069330,2020/12,1.98,234970,41.19,4894998
(주)유아이디,069330,2021/12,1.17,159224,36.04,4894995
(주)유아이에너지,050050,2011/12,0.4,166286,15.63,6494961
(주)유에스티,263770,2017/12,0.94,24360,3.84,100000
(주)유에스티,263770,2018/12,0.11,26509,82.7,19580901
(주)유에스티,263770,2019/12,0.45,105466,73.51,17419734
(주)유에스티,263770,2020/12,0.69,164488,72.82,17256549
(주)유에스티,263770,2021/12,0.27,63639,70.75,16767846
(주)유에이블,071530,2011/12,0.04,5955,25.08,4673514
(주)유유제약,000220,2011/03,11.64,829774,42.04,2451695
(주)유유제약,000220,2012/03,11.37,810469,63.79,3720005
(주)유유제약,000220,2013/03,8.23,586536,42.94,2503915
(주)유유제약,000220,2014/03,4.38,311999,43.28,2523915
(주)유유제약,000220,2015/03,4.36,317261,41.61,2490416
(주)유유제약,000220,2016/03,2.29,170811,33.41,2058428
(주)유유제약,000220,2017/03,2.42,180436,33.44,2060428
(주)유유제약,000220,2017/12,3.47,265640,34.95,2225578
(주)유유제약,000220,2018/12,3.98,305220,34.98,2227583
(주)유유제약,000220,2019/12,3.64,279085,35.19,2241193
(주)유유제약,000220,2020/12,1.41,131245,40.72,3037214
(주)유유제약,000220,2021/12,0.7,139475,33.1,5703601
(주)유일엔시스,038720,2011/12,0.05,21757,23.28,10629268
(주)유일엔시스,038720,2012/12,,,20.69,4042616
(주)유진로봇,056080,2011/12,0.16,30970,18.49,3533632
(주)유진로봇,056080,2012/12,0.22,42425,17.16,3297673
(주)유진로봇,056080,2013/12,0.16,31090,16.88,3242673
(주)유진로봇,056080,2014/12,9,1993153,14.31,3165538
(주)유진로봇,056080,2015/12,10.27,2340289,14.22,3240472
(주)유진로봇,056080,2016/12,11.38,2655637,13.93,3249854
(주)유진로봇,056080,2017/12,12.04,2810032,51.5,19112003
(주)유진로봇,056080,2018/12,16.16,6062866,51.36,19267974
(주)유진로봇,056080,2019/12,13.89,5211108,51.36,19267974
(주)유진로봇,056080,2020/12,12.91,4843861,51.36,19267974
(주)유진로봇,056080,2021/12,12.89,4835820,51.36,19267974
(주)유진테크,084370,2011/12,4.44,588704,40.38,5504753
(주)유진테크,084370,2012/12,7.81,1600557,37.61,7706248
(주)유진테크,084370,2013/12,10.44,2202179,37.6,7933384
(주)유진테크,084370,2014/12,24.02,5218586,37.87,8229307
(주)유진테크,084370,2015/12,17.15,3837240,37.97,8494376
(주)유진테크,084370,2016/12,30.75,7046897,37.93,8693299
(주)유진테크,084370,2017/12,26.25,6016539,37.4,8570456
(주)유진테크,084370,2018/12,15.66,3589167,37.54,8603679
(주)유진테크,084370,2019/12,16.58,3800562,37.55,8606879
(주)유진테크,084370,2020/12,16.96,3887176,37.44,8581901
(주)유진테크,084370,2021/12,24.12,5528188,36.35,8330531
(주)유테크,178780,2015/12,0.39,19914,24.3,1235000
(주)유테크,178780,2016/12,0.87,88271,7.64,776053
(주)유테크,178780,2017/12,0.49,53812,7.02,776053
(주)유테크,178780,2018/12,0.37,64245,9.05,1572485
(주)유테크,178780,2019/12,0.61,149104,7.53,1852008
(주)유테크,178780,2020/12,0.64,221203,6.17,2133084
(주)유테크,178780,2021/12,0.23,81358,6.13,2133084
(주)유티아이,179900,2017/12,0.18,9519,39.11,2085423
(주)유티아이,179900,2018/12,0.4,64003,33.17,5262702
(주)유티아이,179900,2019/12,6.57,1042912,30.97,4913642
(주)유티아이,179900,2020/12,7.91,1282427,34.71,5626034
(주)유티아이,179900,2021/12,8.64,1399947,34.12,5529225
(주)유틸렉스,263050,2018/12,0.46,33598,38.42,2789952
(주)유틸렉스,263050,2019/12,30.58,2233842,38.53,2813952
(주)유틸렉스,263050,2020/12,31.32,4715600,35.85,5627904
(주)유틸렉스,263050,2021/12,26.35,4079535,32.35,5445768
(주)유한양행,000100,2011/12,35.01,3987080,15.63,1743174
(주)유한양행,000100,2012/12,25.97,2957270,15.62,1742485
(주)유한양행,000100,2013/12,24.6,2801317,15.56,1735572
(주)유한양행,000100,2014/12,24.83,2828330,15.56,1735573
(주)유한양행,000100,2015/12,32.18,3664555,15.52,1730618
(주)유한양행,000100,2016/12,29,3302820,15.52,1730618
(주)유한양행,000100,2017/12,23.79,2831752,15.52,1810851
(주)유한양행,000100,2018/12,21.87,2721343,15.57,1901095
(주)유한양행,000100,2019/12,20.36,2649355,15.6,1993839
(주)유한양행,000100,2020/12,20.3,13813281,15.66,10467675
(주)유한양행,000100,2021/12,16.89,12016890,15.74,11011083
(주)육일씨엔에쓰,191410,2015/12,0.02,1792,52.88,4507469
(주)육일씨엔에쓰,191410,2016/12,0.37,31459,53.77,4583161
(주)육일씨엔에쓰,191410,2017/12,0.33,28381,53.77,4583161
(주)육일씨엔에쓰,191410,2018/12,0.2,18687,39.2,4601161
(주)육일씨엔에쓰,191410,2019/12,0.66,61457,39.6,4639794
(주)육일씨엔에쓰,191410,2020/12,0.74,69228,40.1,4706794
(주)육일씨엔에쓰,191410,2021/12,2.46,235461,40.1,4706794
(주)율호,072770,2011/12,0,0,25.27,2817448
(주)율호,072770,2012/12,0.24,27204,26.77,3064635
(주)율호,072770,2013/12,0.11,17385,24.82,3959188
(주)율호,072770,2014/12,0.04,5760,24.63,3929650
(주)율호,072770,2015/12,0.39,61827,22.47,3584427
(주)율호,072770,2016/12,0.5,150578,17.16,5201432
(주)율호,072770,2017/12,0.33,99337,17.86,5414479
(주)율호,072770,2018/12,1.35,484174,9.09,3270228
(주)율호,072770,2019/12,0.92,330692,9.37,3370228
(주)율호,072770,2020/12,0.58,213748,10.4,3817988
(주)율호,072770,2021/12,1.48,768964,9.86,5108064
(주)이건홀딩스,039020,2011/12,0.19,27444,37.56,5380548
(주)이건홀딩스,039020,2012/12,0.16,23395,37.56,5380548
(주)이건홀딩스,039020,2013/12,0.07,10205,37.63,5390548
(주)이건홀딩스,039020,2014/12,0.13,18744,37.69,5400548
(주)이건홀딩스,039020,2015/12,0.64,91310,37.69,5400548
(주)이건홀딩스,039020,2016/12,0.23,33548,37.69,5400548
(주)이건홀딩스,039020,2017/12,1.14,162665,37.69,5400548
(주)이건홀딩스,039020,2018/12,6.83,1541609,53.1,11992961
(주)이건홀딩스,039020,2019/12,2.27,512519,53.1,11992961
(주)이건홀딩스,039020,2020/12,0.6,135287,53.15,12002961
(주)이건홀딩스,039020,2021/12,0.23,51287,53.15,12002961
(주)이글루코퍼레이션,067920,2011/12,0.01,811,24.07,1804976
(주)이글루코퍼레이션,067920,2012/12,0.01,593,24.23,1817476
(주)이글루코퍼레이션,067920,2013/12,0.44,32917,24.23,1817476
(주)이글루코퍼레이션,067920,2014/12,0.52,52979,21.24,2172524
(주)이글루코퍼레이션,067920,2015/12,0.24,24803,21.28,2176814
(주)이글루코퍼레이션,067920,2016/12,0.42,42535,21.28,2176814
(주)이글루코퍼레이션,067920,2017/12,0.69,76257,21.99,2418067
(주)이글루코퍼레이션,067920,2018/12,0.46,50639,21.99,2418067
(주)이글루코퍼레이션,067920,2019/12,1.58,173285,21.99,2418067
(주)이글루코퍼레이션,067920,2020/12,1.77,195128,22.18,2439067
(주)이글루코퍼레이션,067920,2021/12,2.58,283361,22.4,2462857
(주)이글벳,044960,2011/12,0,339,46.7,3313405
(주)이글벳,044960,2012/12,0,0,46.7,3313405
(주)이글벳,044960,2013/12,0.27,19479,46.7,3313405
(주)이글벳,044960,2014/12,0.51,56304,40.5,4515522
(주)이글벳,044960,2015/12,1.79,208327,38.7,4515522
(주)이글벳,044960,2016/12,0.82,95304,38.49,4490124
(주)이글벳,044960,2017/12,4.23,493326,38.49,4490124
(주)이글벳,044960,2018/12,1.86,235043,43.17,5457573
(주)이글벳,044960,2019/12,4.73,598533,38.47,4863573
(주)이글벳,044960,2020/12,1.29,162881,38.47,4863573
(주)이글벳,044960,2021/12,1.25,157428,38.48,4864573
(주)이노메트리,302430,2018/12,0.06,2983,61.34,2959520
(주)이노메트리,302430,2019/12,1.48,71238,59.49,2870520
(주)이노메트리,302430,2020/12,1.04,100682,55.03,5310625
(주)이노메트리,302430,2021/12,0.35,34057,53.85,5294885
(주)이노션,214320,2015/12,4.88,975944,38.99,7799000
(주)이노션,214320,2016/12,16.18,3236647,38.99,7799000
(주)이노션,214320,2017/12,33.81,6761543,38.99,7799000
(주)이노션,214320,2018/12,29.96,5991927,38.99,7799000
(주)이노션,214320,2019/12,29.9,5980575,28.69,5739000
(주)이노션,214320,2020/12,29.14,5827517,28.69,5739000
(주)이노션,214320,2021/12,31.61,6321047,28.7,5740700
(주)이노와이어리스,073490,2011/12,2.47,148511,31.5,1891323
(주)이노와이어리스,073490,2012/12,3.34,200440,31.51,1891323
(주)이노와이어리스,073490,2013/12,2.42,144978,31.51,1891323
(주)이노와이어리스,073490,2014/12,2.11,126784,31.51,1891323
(주)이노와이어리스,073490,2015/12,2,119909,31.51,1891323
(주)이노와이어리스,073490,2016/12,2.35,141328,31.51,1891323
(주)이노와이어리스,073490,2017/12,3.54,212737,23.66,1420323
(주)이노와이어리스,073490,2018/12,3.52,211474,18.58,1115327
(주)이노와이어리스,073490,2019/12,4.91,294612,18.58,1115327
(주)이노와이어리스,073490,2020/12,5.23,352314,31.91,2149896
(주)이노와이어리스,073490,2021/12,2.39,161115,21,1414852
(주)이노인스트루먼트,215790,2015/12,0.02,1500,6.8,476000
(주)이노인스트루먼트,215790,2016/12,0.09,6500,6.8,476000
(주)이노인스트루먼트,215790,2017/12,24.35,24330428,69.67,69610153
(주)이노인스트루먼트,215790,2018/12,21.45,4351198,67.94,13779783
(주)이노인스트루먼트,215790,2019/12,20.17,4090140,65.96,13377965
(주)이노인스트루먼트,215790,2020/12,14.41,5804164,31.22,12574965
(주)이노인스트루먼트,215790,2021/12,16.12,6491632,30.67,12354965
(주)이노테라피,246960,2019/12,0.78,39550,29.29,1477557
(주)이노테라피,246960,2020/12,1.85,93558,27.7,1397557
(주)이노테라피,246960,2021/12,0.45,22799,23.13,1287957
(주)이녹스,088390,2011/12,4.11,365006,27.65,2456919
(주)이녹스,088390,2012/12,3.12,285748,28.57,2616085
(주)이녹스,088390,2013/12,6.23,767113,26.76,3293835
(주)이녹스,088390,2014/12,6.58,810053,26.76,3293835
(주)이녹스,088390,2015/12,5.14,632888,26.76,3293835
(주)이녹스,088390,2016/12,2.65,326864,24.55,3023835
(주)이녹스,088390,2017/12,3.44,321688,69.88,6534240
(주)이녹스,088390,2018/12,0.49,45626,69.89,6535420
(주)이녹스,088390,2019/12,0.36,33617,69.57,6505332
(주)이녹스,088390,2020/12,1.08,100741,69.57,6505332
(주)이녹스,088390,2021/12,1.42,132497,69.57,6505332
(주)이녹스첨단소재,272290,2017/12,9.61,832357,34.37,2976177
(주)이녹스첨단소재,272290,2018/12,10.46,938614,33.72,3023467
(주)이녹스첨단소재,272290,2019/12,11.16,1030312,33.41,3084455
(주)이녹스첨단소재,272290,2020/12,12.55,1192746,33.43,3176986
(주)이녹스첨단소재,272290,2021/12,21.4,4203224,31.74,6234756
(주)이라이콤,041520,2011/12,0.78,94791,47.1,5734830
(주)이라이콤,041520,2012/12,5.12,623972,47.1,5734830
(주)이라이콤,041520,2013/12,5.8,706638,47.1,5734830
(주)이라이콤,041520,2014/12,5.37,654840,46.3,5643994
(주)이라이콤,041520,2015/12,27.93,3404435,46.3,5643994
(주)이라이콤,041520,2016/12,25.69,3131258,46.3,5643994
(주)이라이콤,041520,2017/12,18.95,2309204,46.3,5643994
(주)이라이콤,041520,2018/12,9.41,1147325,46.3,5643994
(주)이라이콤,041520,2019/12,8.38,1021192,46.3,5643994
(주)이라이콤,041520,2020/12,4.46,543900,46.72,5693994
(주)이라이콤,041520,2021/12,3.72,453450,46.72,5693994
(주)이랜시스,264850,2017/12,0.03,1081,7.16,308971
(주)이랜시스,264850,2018/12,1.24,53392,5.58,240835
(주)이랜시스,264850,2019/12,0,58,78.04,21112000
(주)이랜시스,264850,2020/12,1.33,382351,72.02,20706000
(주)이랜시스,264850,2021/12,0.7,202678,68.16,19784600
(주)이랜텍,054210,2011/12,0.16,22448,49.68,7101953
(주)이랜텍,054210,2012/12,0.41,59260,47.9,6846953
(주)이랜텍,054210,2013/12,1.06,162851,46.29,7268180
(주)이랜텍,054210,2014/12,0.51,79179,46.59,7268180
(주)이랜텍,054210,2015/12,0.97,156781,45.12,7258875
(주)이랜텍,054210,2016/12,3.97,812544,37.17,7611748
(주)이랜텍,054210,2017/12,3.46,708005,37.26,7629234
(주)이랜텍,054210,2018/12,2.24,458508,37.57,7691052
(주)이랜텍,054210,2019/12,6.57,1443671,37.53,8251552
(주)이랜텍,054210,2020/12,2.31,555904,35.65,8568452
(주)이랜텍,054210,2021/12,5.3,1340959,33.49,9748724
(주)이루다,164060,2020/12,0.17,13387,40.97,3193300
(주)이루다,164060,2021/12,1.66,129806,40.86,3193300
(주)이루온,065440,2011/12,1.01,97224,22.61,2184372
(주)이루온,065440,2012/12,0.91,88052,22.26,2149627
(주)이루온,065440,2013/12,0.65,62596,22.26,2149627
(주)이루온,065440,2014/12,0.71,68524,19.18,1852827
(주)이루온,065440,2015/12,1.37,139067,18.28,1852827
(주)이루온,065440,2016/12,0.27,40992,21.04,3213958
(주)이루온,065440,2017/12,0.74,113501,21.04,3213958
(주)이루온,065440,2018/12,1.82,496496,15.78,4304701
(주)이루온,065440,2019/12,2.42,660501,15.78,4304701
(주)이루온,065440,2020/12,2.36,642451,15.82,4314701
(주)이루온,065440,2021/12,5.52,1506799,16.08,4384701
(주)이마트,139480,2011/12,60.63,16900383,27.14,7566208
(주)이마트,139480,2012/12,64.3,17923772,27.14,7566208
(주)이마트,139480,2013/12,55.47,15462278,27.13,7562972
(주)이마트,139480,2014/12,54.25,15121817,27.13,7563569
(주)이마트,139480,2015/12,46.84,13058345,28.06,7822068
(주)이마트,139480,2016/12,48.21,13439412,28.06,7822068
(주)이마트,139480,2017/12,48.68,13570475,28.06,7821597
(주)이마트,139480,2018/12,48.65,13562908,28.06,7821597
(주)이마트,139480,2019/12,31.46,8770825,28.56,7961597
(주)이마트,139480,2020/12,31.48,8775715,28.56,7960493
(주)이마트,139480,2021/12,33.3,9281436,28.56,7960493
(주)이매진아시아,036260,2011/12,0.22,59230,6.85,1810135
(주)이매진아시아,036260,2012/12,0.24,81883,7.54,2568826
(주)이매진아시아,036260,2013/12,0.03,3108,11.16,1206841
(주)이매진아시아,036260,2014/12,0.53,69584,11.7,1550233
(주)이매진아시아,036260,2015/12,0.28,47377,9.96,1690774
(주)이매진아시아,036260,2016/12,0.38,75733,21.77,5424373
(주)이매진아시아,036260,2017/12,0.73,255267,39.7,13945879
(주)이매진아시아,036260,2018/12,0.36,127688,13.4,4782000
(주)이매진아시아,036260,2019/12,0.34,146918,18.5,8099055
(주)이미지스테크놀로지,115610,2011/12,2.23,169426,33.04,2516021
(주)이미지스테크놀로지,115610,2012/12,1.21,92071,33.1,2531521
(주)이미지스테크놀로지,115610,2013/12,0.73,55938,30.45,2335521
(주)이미지스테크놀로지,115610,2014/12,1.38,105907,30.45,2335521
(주)이미지스테크놀로지,115610,2015/12,1.31,100713,28.73,2203521
(주)이미지스테크놀로지,115610,2016/12,1.52,116471,28.73,2203521
(주)이미지스테크놀로지,115610,2017/12,2.2,168499,28.73,2203521
(주)이미지스테크놀로지,115610,2018/12,1.71,130930,28.73,2203521
(주)이미지스테크놀로지,115610,2019/12,0.98,75409,28.73,2203521
(주)이미지스테크놀로지,115610,2020/12,0.59,45405,28.73,2203521
(주)이미지스테크놀로지,115610,2021/12,5.46,836163,28.38,4349856
(주)이브이첨단소재,131400,2011/12,0.01,2212,23.91,3586598
(주)이브이첨단소재,131400,2012/12,0.84,125690,23.17,3475045
(주)이브이첨단소재,131400,2013/12,0.8,119648,22.74,3410260
(주)이브이첨단소재,131400,2014/12,1,150679,23.15,3473038
(주)이브이첨단소재,131400,2015/12,1.02,152596,22.98,3447538
(주)이브이첨단소재,131400,2016/12,0.52,87802,10.43,1764623
(주)이브이첨단소재,131400,2017/12,0.63,109857,10.18,1767430
(주)이브이첨단소재,131400,2018/12,0.39,66923,10.08,1749623
(주)이브이첨단소재,131400,2019/12,0.73,152910,30.19,6291359
(주)이브이첨단소재,131400,2020/12,0.18,41426,22.94,5251282
