,회사명,거래소코드,회계년도,WW지수
504,(주)남성,004270,2013,-0.8437255805879839
505,(주)남성,004270,2014,-0.8796254022275557
506,(주)남성,004270,2015,-2.3441544659651563
507,(주)남성,004270,2016,1.064438228249009
508,(주)남성,004270,2017,-0.6186358091617892
509,(주)남성,004270,2018,-0.4408349344559863
510,(주)남성,004270,2019,-1.4740353375309394
511,(주)남성,004270,2020,-0.7815966920346403
512,(주)남성,004270,2021,1.353466214132932
513,(주)내츄럴엔도텍,168330,2015,-2.8625128675525113
514,(주)내츄럴엔도텍,168330,2016,-1.1547690387945622
515,(주)내츄럴엔도텍,168330,2017,2.225517028753864
516,(주)내츄럴엔도텍,168330,2018,-0.11508843125191057
517,(주)내츄럴엔도텍,168330,2019,-3.5134010970979093
