,회사명,거래소코드,회계년도,대주주지분변화분,외국인지분분변화,상장일,자산,당기순이익(손실),비유동자산증가율,유동자산증가율,자기자본증가율,매출액증가율,정상영업이익증가율,순이익증가율,총포괄이익증가율,매출액순이익률,총자본순이익률,자기자본순이익률,매출원가대매출액비율,광고선전비대매출액비율,유보율,비유동비율,유동비율,당좌비율,현금비율,부채비율,유동부채비율,차입금비율,이자보상배율(이자비용),유보액대비율,유보액대납입자본배율,투자집중도,산업분류,1인년간평균급여(직원),토빈Q,target,WW지수,RDS,수명주기,산업평균_총자산증가율차분,대주주지분율,외국인지분율,업력,predict,상장협 산업분류 코드(대분류),기업규모명,배당금_현금,배당성향,종합등급,환경,사회,지배구조,한국ESG연구소,Moody's,MSCI,S&P,내용
1903,(주)심텍홀딩스,36710,2013,-50.25,-6.06,2000-01-04,566457243.0,-32473731,43.06,-33.39,-17.86,-16.66,49.37068527,860.9023444,-271.24,-5.24,-5.15,-14.56,98.77,0.0,969.63,251.22,46.06,18.82,1.32,229.57,170.1,134.82,-3.87,27.69,9.74,98.69,제조업,38261,1.059011874,0,-1.354265205,0.003493653,성장기,12.35983072,25.73,2.38,26,,30000,중견기업,0,0.0,,,,,,,,,
1904,(주)심텍홀딩스,36710,2014,2.6,1.6,2000-01-04,615381521.0,-2160676,5.54,18.58,6.38,26.14,49.37068527,860.9023444,45.22930641,0.26,0.29,0.88,91.24,0.0,988.43,249.04,62.42,25.84,1.32,236.3,139.8,128.68,1.2,27.04,9.94,85.14,제조업,39000,1.239748922,0,-0.35701671,0.004138793,성장기,9.635384296,24.71,3.98,27,,30000,중견기업,0,0.0,,,,,,,,,
1905,(주)심텍홀딩스,36710,2015,-2.41,1.65,2000-01-04,586389797.0,127740744,-2.58,-10.78,-40.99,-76.48,-83.43,7885.83,12171.36,80.02,20.79,85.36,88.78,0.0,516.12,233.21,49.0,19.9,2.29,208.05,152.73,93.58,1.61,29.5,9.91,351.13,제조업,57835,0.820283992,0,-3.722794904,0.806649713,성숙기,-4.920747247,55.72,5.63,28,,30000,중견기업,0,0.0,,,,,,,,,
1906,(주)심텍홀딩스,36710,2016,-0.9,-1.36,2000-01-04,628913922.0,147776,-1.5,34.51,5.02,405.94,1280.16,-94.64,-96.93,2.64,3.43,6.02,88.34,0.0,547.05,211.09,60.85,29.91,1.31,203.58,152.02,88.66,3.76,30.18,10.88,73.72,제조업,63398,0.846103973,0,13.00459132,0.851884678,성장기,7.143259767,55.72,4.27,29,,30000,중견기업,0,0.0,,,,,,,,,
1907,(주)심텍홀딩스,36710,2017,0.87,0.31,2000-01-04,754085651.0,361331,24.22,10.05,13.06,2.84,-12.37,-77.32,-19.05,1.2,1.41,1.25,88.08,0.0,554.45,236.42,53.7,20.3,3.32,228.2,170.91,86.1,3.36,27.89,10.79,87.58,제조업,60621,0.807850371,0,0.085806539,0.919482081,성숙기,19.73890936,55.77,4.58,30,,30000,중견기업,779784,215.8087737,,,,,,,,,
1908,(주)심텍홀딩스,36710,2018,-0.16,-1.96,2000-01-04,840326061.0,1524267,7.73,20.98,1.36,23.96,8.43,-54.48,-54.61,0.15,0.19,0.53,87.11,0.0,563.32,254.03,48.47,18.8,5.41,264.77,228.5,102.3,2.55,25.1,10.82,79.15,제조업,52933,0.801060734,0,0.232185911,1.233517447,성장기,11.41243471,55.78,2.62,31,,30000,중견기업,389892,25.57898321,,,,,,,,,
1909,(주)심텍홀딩스,36710,2019,54.14,-1.24,2000-01-04,865319569.0,-1165090,4.3,-0.06,-10.41,-0.67,-157.59,-2268.15,-1180.3,-3.86,-4.53,-12.11,91.35,0.0,503.81,329.6,46.27,19.56,2.64,367.28,297.55,188.86,-1.24,19.6,8.52,80.54,제조업,56478,0.84975665,0,-1.207116441,1.931282716,도입기,2.861705283,51.51,1.38,32,,30000,중견기업,377885,-32.43397506,,,,,,,,,
1910,(주)심팩메탈,90730,2013,54.25,-0.09,2008-10-17,292400738.0,7217785,-2.75,21.6,3.88,-8.84,-31.17,-40.36,-38.9,4.38,2.67,4.35,88.97,0.0,2674.69,99.59,104.45,58.12,44.56,64.39,62.04,50.28,3.28,59.46,26.75,139.66,제조업,47000,0.679931991,0,-1.117417194,0.0,쇠퇴기,5.549830716,61.7,0.5,54,,30000,중견기업,1013046,14.03541391,,,,,,,,,
1911,(주)심팩메탈,90730,2014,3.45,-0.03,2008-10-17,270215370.0,6272602,-5.85,-10.26,0.83,-4.06,-46.32,-45.18,-68.35,2.51,1.48,2.33,91.63,0.0,2697.26,93.0,189.66,110.6,29.37,50.68,30.41,43.6,2.09,64.88,26.97,133.8,제조업,50000,0.597659689,0,-1.436221029,0.0,성숙기,-6.594615704,61.7,0.47,55,,30000,중견기업,1013046,16.15033123,,,,,,,,,
1912,(주)심팩메탈,90730,2015,-57.71,-0.1,2008-10-17,254216750.0,3103801,-4.6,-8.05,-2.71,-16.59,49.37068527,860.9023444,-210.3,-1.98,-1.04,-1.55,95.27,0.0,2639.58,91.2,182.76,133.72,103.58,45.71,29.83,38.98,-0.24,67.49,26.4,149.28,제조업,45000,0.549097733,0,-1.646679863,0.0,쇠퇴기,-6.130747247,61.7,0.37,56,,30000,중견기업,623154,20.07712479,,,,,,,,,
1913,(주)심팩메탈,90730,2016,0.28,0.33,2008-10-17,253349178.0,6771304,5.95,60.31,-1.02,47.37,137.41,118.16,118.16,4.92,2.95,3.75,90.86,0.0,2734.17,84.12,189.71,144.52,78.74,40.94,29.95,33.24,3.63,70.15,27.34,150.17,제조업,49000,0.577270991,1,0.43270602,0.0,성숙기,22.62325977,61.58,0.7,57,,30000,중견기업,1226307,18.11035216,,,,,,,,,
1914,(주)심팩메탈,90730,2017,0.0,0.99,2008-10-17,262850991.0,16550261,-2.54,13.07,7.53,66.67,243.08,144.42,144.42,7.22,6.41,8.87,87.35,0.0,2969.92,76.24,199.21,147.61,61.0,35.98,29.99,26.64,15.04,73.44,29.7,93.81,제조업,52000,0.593366186,1,2.37793248,0.0,성숙기,3.588909362,61.58,1.69,58,,30000,중견기업,2392614,14.45665419,,,,,,,,,
1915,(주)싸이맥스,160980,2015,53.98,-1.69,2015-06-17,71188261.0,1631449,3.38,4.24,5.055,0.0,49.37068527,860.9023444,45.22930641,2.83,2.21,3.07,83.74,0.0,1902.47,55.24,471.42,414.79,30.67,38.96,17.76,24.91,34.8,72.23,19.02,97.93,제조업,35915,1.039289692,0,-1.0123761,0.0,성장기,-0.210747247,41.11,0.0,10,,30000,중소기업,1028500,63.04211777,,,,,,,,,
1916,(주)싸이맥스,160980,2016,-54.85,1.87,2015-06-17,90619079.0,6447620,44.18,16.15,8.21,31.99,84.76,304.03,301.6,8.67,7.85,11.9,82.06,0.0,2090.97,73.6,260.89,192.06,17.97,63.47,34.45,28.86,22.03,62.66,20.91,111.57,제조업,30579,1.402815247,1,-0.052431633,0.0,쇠퇴기,27.18325977,42.16,1.87,11,,30000,중소기업,1263015,19.58885604,,,,,,,,,
1917,(주)싸이맥스,160980,2017,0.87,3.95,2015-06-17,147866098.0,17881508,88.07,42.79,77.23,124.23,222.8,178.44,149.37,10.71,14.73,23.0,79.79,0.0,1799.97,75.37,175.4,127.25,24.72,45.24,39.84,22.06,56.76,66.78,18.67,69.49,제조업,44878,1.492221512,1,4.415851691,0.0,성장기,63.00890936,41.69,5.82,12,,30000,중소기업,2614523,14.62137869,,,,,,,,,
1918,(주)싸이맥스,160980,2018,-0.28,-2.26,2015-06-17,137272928.0,12334336,-1.63,-13.14,4.81,-18.66,-34.12,-26.62,-18.82,9.99,9.35,12.89,78.86,0.0,1930.07,70.6,328.02,203.3,48.01,28.39,17.62,14.4,38.47,77.22,20.05,81.65,제조업,49029,0.816218248,0,-1.183264265,0.0,성숙기,-7.187565291,42.25,3.56,13,,30000,중소기업,2576558,20.88931257,,,,,,,,,
1919,(주)싸이맥스,160980,2019,56.32,0.69,2015-06-17,150525335.0,5682142,12.64,6.0,-0.12,-37.45,-87.38,-67.31,-66.5,3.8,2.2,4.12,85.13,0.0,1962.58,80.42,204.16,136.67,36.45,42.37,30.34,20.6,5.02,70.86,20.17,130.75,제조업,40699,1.00917279,0,-2.420811816,0.0,쇠퇴기,9.541705283,42.31,4.25,14,,30000,중소기업,2511293,44.19623797,,,,,,,,,
1920,(주)썬테크놀로지스,122800,2013,-0.28,0.0,2010-11-26,37435546.0,-1601807,9.71,-5.18,-13.1,-5.81,49.37068527,860.9023444,-488.23,-7.29,-4.34,-8.13,90.53,0.09,915.38,116.8,153.96,99.77,37.33,104.42,56.91,75.03,-8.52,51.35,9.15,140.62,제조업,29088,1.01129894,0,-0.858328041,0.011756822,성장기,2.749830716,65.5,0.0,11,,30000,중소기업,0,0.0,,,,,,,,,
1921,(주)썬테크놀로지스,122800,2014,-62.27,0.0,2010-11-26,34676328.0,521776,-11.46,-1.92,-2.4,-8.61,49.37068527,860.9023444,45.22930641,2.6,1.45,2.88,79.93,0.04,942.1,105.96,168.29,102.91,66.18,94.0,52.32,81.76,1.79,57.05,9.42,170.55,제조업,32709,0.96587825,0,-1.443905732,0.007497055,쇠퇴기,-6.374615704,65.44,0.0,12,,30000,중소기업,0,0.0,,,,,,,,,
1922,(주)썬테크놀로지스,122800,2015,0.0,0.56,2010-11-26,42163047.0,1675349,3.38,4.24,5.055,0.0,49.37068527,860.9023444,45.22930641,6.75,3.97,6.49,72.39,0.06,1160.75,83.17,184.74,115.05,74.38,63.32,43.39,46.18,7.42,58.56,11.61,162.76,제조업,38103,2.270096158,0,-0.982234356,0.005116424,성장기,-0.210747247,35.35,0.56,13,,30000,중소기업,606600,36.20738127,,,,,,,,,
1923,(주)썬테크놀로지스,122800,2016,-8.08,1.51,2010-11-26,46622173.0,-7826060,-6.57,28.37,-16.09,0.9,-47.05,-567.13,-330.12,-31.24,-17.63,-32.97,70.78,0.66,974.23,92.61,154.49,116.25,60.51,115.24,79.37,81.65,0.77,45.1,9.74,177.95,제조업,39713,1.651166787,0,-1.054116856,0.006427813,성장기,10.47325977,1.49,2.07,14,,30000,중소기업,0,0.0,,,,,,,,,
1924,(주)쎄니트,37760,2013,0.2,-0.01,2000-04-07,93537539.0,997112,39.54,4.8,42.85,8.07,73.73,860.9023444,45.22930641,3.45,2.78,7.45,77.79,0.0,223.35,161.21,77.44,61.75,3.12,142.88,105.46,76.04,3.11,43.4,2.51,132.73,제조업,26303,0.838941067,0,-0.4104648,0.0,성숙기,25.50983072,63.02,0.0,18,,30000,중소기업,0,0.0,,,,,,,,,
1925,(주)쎄니트,37760,2014,-0.3,0.13,2000-04-07,110653128.0,1540376,23.49,8.04,12.73,4.14,57.92,101.18,108.0,6.77,4.68,11.97,75.31,0.0,250.15,177.13,65.98,54.36,2.26,155.63,118.99,97.82,4.41,41.0,2.8,147.73,제조업,16666,0.909682202,0,-1.113076759,0.0,성장기,19.2953843,61.68,0.13,19,,30000,중소기업,483340,31.37805315,,,,,,,,,
1926,(주)쎄니트,37760,2015,9.18,0.55,2000-04-07,127112703.0,4917429,5.81,35.33,33.85,38.5,45.87,83.05,83.05,8.6,7.07,17.68,77.06,0.0,227.45,142.96,101.27,84.31,8.17,124.0,80.02,76.73,5.71,33.16,2.6,121.58,제조업,19456,1.007582364,0,0.318717455,0.0,성장기,14.65925275,57.37,0.68,20,,30000,중소기업,725010,14.74368008,,,,,,,,,
1927,(주)쎄니트,37760,2016,-9.0,0.36,2000-04-07,151172085.0,2393083,16.27,23.61,17.01,18.45,10.77,-16.02,-16.33,6.16,5.12,11.96,78.78,0.0,271.61,141.05,103.99,85.88,8.48,126.06,81.74,75.53,5.56,33.53,3.13,121.95,제조업,19226,1.107122704,0,-0.55377117,0.0,성장기,18.82325977,57.34,1.04,21,,30000,중견기업,848244,35.44565734,,,,,,,,,
1928,(주)쎄니트,37760,2017,9.46,-0.45,2000-04-07,153682575.0,1935265,-0.38,5.04,12.84,9.05,-17.99,-8.84,-8.45,5.34,4.43,9.5,81.08,0.0,301.37,124.85,102.45,85.63,14.62,104.19,77.44,64.35,4.86,37.97,3.45,113.14,제조업,19122,0.866894572,1,0.382844053,0.0,성숙기,1.498909362,54.91,0.59,22,,30000,중견기업,891684,46.07555038,,,,,,,,,
1929,(주)쎄니트,37760,2018,-9.61,0.62,2000-04-07,146231340.0,155623,-0.38,-11.89,3.31,-9.89,-27.39,-50.35,-50.17,2.82,2.14,4.37,81.97,0.0,314.66,119.87,99.45,80.5,8.25,87.24,67.74,61.81,3.63,41.84,3.62,120.81,제조업,26767,0.96520273,0,-0.867535054,0.0,성숙기,-4.877565291,55.01,1.21,23,,30000,중견기업,891684,572.9770021,,,,,,,,,
1930,(주)쎄니트,37760,2019,0.16,-0.44,2000-04-07,157234051.0,-304956,2.7,16.11,3.34,-3.51,-7.53,-30.37,-31.54,1.75,1.27,2.95,82.06,0.0,328.53,121.46,112.08,89.23,18.07,98.63,68.85,70.55,3.1,39.59,3.68,124.11,제조업,29249,0.856320696,0,-1.237299086,0.0,성장기,7.411705283,55.01,0.77,24,,30000,중소기업,891684,-292.3975918,,,,,,,,,
1931,(주)쎄트렉아이,99320,2013,-8.31,0.23,2008-06-13,55105831.0,3169177,62.25,-15.27,5.42,-12.35,-29.9,-34.35,-34.35,10.02,6.18,7.53,82.77,0.06,2259.01,72.56,409.89,366.8,82.15,27.65,13.44,0.0,28.13,75.02,22.59,140.85,제조업,50000,1.340054011,0,-1.186429852,0.0,성숙기,16.27983072,31.63,0.63,14,,30000,중소기업,658798,20.78766822,,,,,,,,,
1932,(주)쎄트렉아이,99320,2014,8.31,0.88,2008-06-13,55007688.0,2567405,3.38,4.24,5.055,0.0,49.37068527,860.9023444,45.22930641,6.86,3.26,3.95,80.91,0.06,2347.85,65.27,563.51,523.89,44.7,23.45,10.33,0.0,56.38,77.91,23.42,203.93,제조업,49000,1.456089769,0,-1.235571625,0.0,성숙기,0.995384296,31.8,1.51,15,,30000,중소기업,548049,21.34641788,,,,,,,,,
1933,(주)쎄트렉아이,99320,2015,-8.31,-0.5,2008-06-13,59150808.0,3790893,18.03,-4.24,7.48,16.95,111.17,136.0,136.0,14.36,7.68,8.98,73.5,0.15,2545.21,71.33,496.86,455.06,134.58,22.92,10.38,0.0,34.95,78.93,25.51,187.42,제조업,51000,1.438595845,1,-0.394024939,0.0,쇠퇴기,7.319252753,28.59,1.01,16,,30000,중소기업,800729,21.12243738,,,,,,,,,
1934,(주)쎄트렉아이,99320,2016,-0.01,0.42,2008-06-13,69191092.0,3446233,29.37,-0.16,4.94,12.21,-31.61,-21.59,-21.59,9.27,4.95,6.63,79.81,0.12,2679.7,88.1,219.68,187.86,51.28,37.28,22.39,0.0,22.11,70.91,26.81,191.38,제조업,51000,2.140550863,1,-0.749406913,0.004223623,성숙기,16.86325977,27.66,1.43,17,,30000,중소기업,872915,25.32954098,,,,,,,,,
1935,(주)쎄트렉아이,99320,2017,8.78,0.16,2008-06-13,70595677.0,6122015,10.75,-13.58,8.86,24.9,70.03,73.57,73.57,12.62,7.72,10.76,75.55,0.09,2941.37,89.76,195.98,175.59,66.54,28.85,19.95,0.0,22.98,76.17,29.39,154.31,제조업,51000,2.451028487,1,0.961651851,0.020263812,성숙기,1.868909362,26.37,1.59,18,,30000,중소기업,1124704,18.37146756,,,,,,,,,
1936,(주)쎄트렉아이,99320,2018,-8.93,0.48,2008-06-13,77675670.0,3864311,-0.69,34.64,5.77,7.88,4.28,-17.96,-17.96,10.98,6.83,8.23,78.15,0.07,3149.42,83.51,172.11,165.92,30.38,32.81,28.65,5.47,24.67,74.81,31.76,157.2,제조업,56000,1.371695697,0,-0.217116197,0.000703092,성장기,10.00243471,25.89,2.07,19,,30000,중소기업,757784,19.60980884,,,,,,,,,
1937,(주)쎄트렉아이,99320,2019,0.02,0.68,2008-06-13,96315121.0,7169646,-6.93,76.38,9.95,52.23,65.14,53.96,48.59,10.48,8.46,11.74,78.71,0.11,1705.67,70.5,191.48,177.85,74.66,49.4,41.2,2.74,108.65,65.07,17.25,128.0,제조업,61000,1.731899642,1,0.706035419,0.001663683,성숙기,23.89170528,23.99,2.75,20,,30000,중소기업,1510949,21.0742483,,,,,,,,,
1938,(주)쎌바이오텍,49960,2013,-1.87,3.32,2002-12-13,46698152.0,8993126,35.18,6.05,18.2,22.05,43.71,27.02,32.08,24.68,17.93,19.63,30.17,7.4,927.89,42.64,785.04,715.18,131.85,8.47,8.39,0.0,4433.97,93.39,9.28,144.44,제조업,35866,3.971112476,0,0.03103071,0.061010712,성숙기,15.81983072,25.11,5.77,18,,30000,중소기업,1158000,12.87650145,,,,,,,,,
1939,(주)쎌바이오텍,49960,2014,-0.17,13.42,2002-12-13,57604133.0,12034347,2.43,36.91,21.63,29.02,37.42,33.37,34.43,25.52,19.95,21.81,27.07,11.24,1125.98,35.91,745.29,707.14,103.45,10.01,9.94,0.0,999999999.0,91.87,11.26,138.17,제조업,44149,8.923946099,0,-0.224945866,0.050828927,성숙기,24.3453843,25.11,19.19,19,,30000,중소기업,1158000,9.622458119,,,,,,,,,
1940,(주)쎌바이오텍,49960,2015,0.56,-3.85,2002-12-13,74967849.0,17330745,10.71,39.56,31.31,21.43,45.35,68.28,67.7,35.36,26.41,28.91,23.08,7.99,1474.84,30.28,878.62,837.71,118.01,9.03,8.96,0.0,999999999.0,92.46,14.75,148.57,제조업,47348,7.1248329,1,-0.277013993,0.058021277,성숙기,29.92925275,25.02,15.34,20,,30000,중소기업,3088000,17.81804533,,,,,,,,,
1941,(주)쎌바이오텍,49960,2016,10.72,7.42,2002-12-13,90529232.0,18065116,2.13,27.92,22.39,17.72,14.94,5.67,5.29,31.74,22.36,24.2,21.94,10.33,1802.41,25.27,1088.96,1056.68,166.56,7.58,7.56,0.0,999999999.0,93.58,18.02,153.35,제조업,39000,4.650961559,1,-0.574434323,0.051646768,성숙기,20.65325977,25.02,22.76,21,,30000,중소기업,4246000,23.50386236,,,,,,,,,
1942,(주)쎌바이오텍,49960,2017,-11.13,1.41,2002-12-13,96476719.0,19240286,20.44,2.31,7.18,4.77,4.97,-1.62,-2.89,29.8,19.46,20.88,20.68,7.91,2093.99,28.39,1132.21,1087.31,217.53,6.96,6.94,0.0,999999999.0,102.01,20.94,154.48,제조업,41000,3.817819769,0,0.236469975,0.049021879,성숙기,6.408909362,25.08,24.17,22,,30000,중소기업,4127313,21.4514119,,,,,,,,,
1943,(주)쎌바이오텍,49960,2018,-0.2,-7.3,2002-12-13,112047408.0,20530425,21.06,14.36,17.11,2.44,-4.23,6.52,9.02,30.99,18.59,19.8,21.9,7.87,2422.46,29.35,1266.04,1228.73,208.42,6.08,6.06,0.0,999999999.0,101.61,24.22,169.22,제조업,32000,2.561108071,1,-0.434698298,0.05677388,성숙기,16.11243471,25.08,16.87,23,,30000,중소기업,4502400,21.93037894,,,,,,,,,
1944,(주)쎌바이오텍,49960,2019,6.51,-2.57,2002-12-13,108303435.0,8886775,25.95,-14.55,-1.91,-26.52,-73.27,-62.7,-63.2,15.73,6.56,6.91,23.39,11.58,2479.87,37.69,1653.34,1579.9,224.93,4.54,4.04,0.89,108.05,107.62,24.8,227.1,제조업,39000,1.587022988,0,-2.033339144,0.084167368,성숙기,-3.448294717,25.08,14.3,24,,30000,중소기업,4340789,48.84549232,,,,,,,,,
1945,(주)쏠리드,50890,2013,-11.11,3.28,2005-07-08,194137303.0,14769739,1.99,14.69,30.45,13.5,52.31,196.59,183.47,8.21,7.59,21.97,71.28,0.0,708.93,109.38,108.1,81.34,11.99,163.28,142.37,90.84,4.6,34.42,7.06,83.54,제조업,53993,1.2892618,0,-0.312628632,0.058748861,성장기,9.009830716,29.2,3.28,15,,30000,중소기업,1855256,12.56119692,,,,,,,,,
1946,(주)쏠리드,50890,2014,2.05,-0.18,2005-07-08,194005314.0,11699624,0.33,-0.35,25.51,16.58,-12.54,-2.36,-2.59,7.15,7.38,16.81,72.55,0.0,788.68,85.7,119.33,86.64,25.33,105.48,100.37,63.39,5.38,44.43,8.03,71.5,제조업,51111,1.391697361,1,-0.703829282,0.079164162,성숙기,0.925384296,25.17,3.1,16,,30000,중소기업,2320962,19.83791958,,,,,,,,,
1947,(주)쏠리드,50890,2015,4.34,0.82,2005-07-08,297180548.0,7994418,104.34,16.57,-0.99,-5.29,-73.09,-92.63,-90.18,0.52,0.4,1.12,74.51,0.0,779.66,174.67,75.12,60.84,9.13,213.93,185.39,90.8,1.37,29.07,8.05,128.57,제조업,53409,1.111068456,0,-1.250594193,0.092524594,성장기,52.96925275,25.02,3.92,17,,30000,중소기업,1055356,13.20116111,,,,,,,,,
1948,(주)쏠리드,50890,2016,-6.34,-1.68,2005-07-08,342717605.0,-62885842,21.07,8.11,-16.44,53.45,-1241.45,-6754.42,-5075.01,-24.51,-22.33,-81.53,71.55,0.0,404.07,258.89,70.62,42.66,14.14,343.21,260.98,161.48,-5.95,18.69,4.07,92.84,제조업,55304,1.108948065,0,0.708698837,0.239032328,도입기,15.21325977,21.17,2.24,18,,30000,중소기업,0,0.0,,,,,,,,,
1949,(주)쏠리드,50890,2018,1.58,1.44,2005-07-08,269361556.0,12485427,9.23,-17.71,30.86,-14.16,-94.76,860.9023444,45.22930641,5.04,4.08,9.48,69.23,0.0,345.19,140.33,77.09,47.36,20.67,144.21,134.76,63.3,0.17,32.6,3.52,84.45,제조업,60244,1.044973526,0,-1.038730346,0.102278326,쇠퇴기,-4.147565291,13.2,3.49,20,,30000,중견기업,250000,2.002334402,,,,,,,,,
1950,(주)쏠리드,50890,2019,10.24,-1.49,2005-07-08,283758311.0,10125335,2.03,9.83,12.91,3.01,-432.4,-36.7,-38.29,2.36,1.96,4.97,71.42,0.0,379.34,127.73,93.28,71.33,41.24,129.52,109.12,57.54,-1.32,35.24,3.83,88.97,제조업,61454,1.536631335,0,-0.976684036,0.112717191,쇠퇴기,5.231705283,12.39,2.0,21,,30000,중견기업,0,0.0,,,,,,,,,
1951,(주)씨앤에스자산관리,32040,2013,-5.43,0.54,1997-01-23,172662927.0,4118903,286.51,-34.26,-10.6,34.78,15.76,-90.28,-163.9,0.31,0.36,2.73,90.13,0.02,21.2,266.84,37.05,37.05,6.49,234.55,182.76,173.5,6.03,5.34,0.21,28.86,"사업시설 관리, 사업 지원 및 임대 서비스업",18615,1.02818997,0,1.541542217,0.0,성장기,94.38320233,12.67,0.58,33,,140000,중견기업,2467289,59.90160487,,,,,,,,,
1952,(주)씨앤에스자산관리,32040,2014,1.13,0.56,1997-01-23,296562332.0,1177280,83.92,23.81,-19.94,12.37,49.37068527,860.9023444,45.22930641,-5.63,-4.05,-15.67,92.43,0.52,-5.41,631.04,21.51,21.5,4.3,638.83,501.17,453.28,-0.35,-1.28,-0.08,101.74,"사업시설 관리, 사업 지원 및 임대 서비스업",19801,1.024036075,0,0.315861939,0.0,성장기,71.71983072,12.63,1.14,34,,140000,중견기업,0,0.0,,,,,,,,,
1953,(주)씨엔플러스,115530,2013,-7.98,-1.29,2011-11-02,59599776.0,236222,-0.45,-29.7,4.39,-22.31,49.37068527,-97.15,-96.14,0.08,0.06,0.4,88.86,0.0,1580.57,111.6,100.65,88.04,6.4,53.74,41.87,37.25,-1.35,62.63,15.81,115.54,제조업,35177,0.952361064,0,-1.455865308,0.037630542,성숙기,-10.68016928,43.2,0.03,10,,30000,중소기업,0,0.0,,,,,,,,,
1954,(주)씨엔플러스,115530,2014,-0.3,-0.03,2011-11-02,57628424.0,-12673720,-1.47,-8.18,-32.97,-19.87,49.37068527,860.9023444,-6680.05,-38.23,-22.33,-40.21,98.71,0.0,1038.85,162.83,62.79,51.23,7.35,120.12,91.25,97.61,-12.81,42.91,10.47,133.09,제조업,44294,0.841813532,0,-1.853590866,0.109978691,도입기,-2.314615704,39.02,0.0,11,,30000,중소기업,0,0.0,,,,,,,,,
1955,(주)씨엠에스에듀,225330,2016,3.4,1.37,2016-04-07,64252486.0,4421561,248.58,13.12,144.62,16.26,-16.96,-41.78,-36.12,7.34,8.85,15.87,0.0,2.02,1639.83,128.04,89.08,87.15,4.83,74.77,52.46,26.96,28.64,53.93,16.4,94.15,교육 서비스업,39000,2.174132797,0,0.669822599,0.026369235,성장기,123.7392528,52.96,2.02,13,,160000,중견기업,5058919,114.4147734,,,,,,,,,
1956,(주)씨엠에스에듀,225330,2017,33.11,1.61,2016-04-07,70652691.0,6508501,21.18,-20.78,17.46,14.22,-1.63,45.38,31.76,9.34,8.86,14.95,0.0,1.69,379.65,132.1,79.7,77.06,20.46,63.62,39.54,26.63,24.49,50.03,3.8,62.25,교육 서비스업,38000,2.720723751,1,-0.452813305,0.020309913,성숙기,9.798909362,55.93,3.63,14,,160000,중견기업,5550029,85.27353687,,,,,,,,,
1957,(주)씨엠에스에듀,225330,2018,-34.8,-0.6,2016-04-07,91565795.0,4806280,41.72,-21.22,-3.63,9.6,-1.73,-12.63,-13.83,7.44,6.44,12.31,0.0,1.96,367.64,194.28,26.1,24.45,4.36,120.04,98.74,73.83,17.17,38.05,3.68,67.89,교육 서비스업,40000,1.997128622,0,0.052324606,0.021297309,성장기,29.57243471,56.73,3.03,15,,160000,중견기업,4803014,99.93204724,,,,,,,,,
1958,(주)씨엠에스에듀,225330,2019,-1.67,-0.1,2016-04-07,102295816.0,4183597,11.49,13.41,-6.91,17.07,34.48,17.64,6.3,7.48,6.34,15.29,0.0,1.57,308.78,232.68,25.52,24.02,8.67,164.07,123.01,97.16,8.72,28.6,3.09,102.19,교육 서비스업,40000,1.592613323,1,0.501086398,0.017436486,성숙기,11.61170528,56.48,2.93,16,,160000,중견기업,7919717,189.3040128,,,,,,,,,
1959,(주)씨제이이엔엠,35760,2013,36.29,9.78,1999-11-23,3030942895.0,108313787,28.53,21.45,29.56,26.18,-0.9,-15.72,-17.03,6.63,6.14,19.98,50.04,9.13,2393.82,193.28,84.19,73.33,22.09,159.24,78.35,99.85,7.19,37.96,37.08,110.02,정보통신업,59826,1.416922574,1,0.138806781,0.001521738,성장기,26.60983072,43.5,24.15,19,,100000,대기업,12037904,11.11391664,,,,,,,,,
1960,(주)씨제이이엔엠,35760,2014,-11.76,0.23,1999-11-23,3153682321.0,100456540,4.05,4.06,11.56,3.64,-9.2,-29.72,-23.49,4.06,3.42,11.76,49.72,9.13,2676.63,185.65,88.45,79.46,29.68,149.02,71.64,94.28,5.35,39.56,40.2,109.46,정보통신업,51000,1.110727643,1,-0.153774325,0.001470307,성숙기,5.045384296,43.39,24.38,20,,100000,대기업,15051863,14.98345752,,,,,,,,,
1961,(주)씨제이이엔엠,35760,2015,-22.96,-2.71,1999-11-23,2988232404.0,60297478,-5.17,-5.48,7.36,-11.37,-10.57,-10.54,-26.64,4.85,3.65,9.62,46.43,11.12,2873.96,165.15,76.74,70.51,32.97,121.33,73.21,75.38,6.06,44.56,42.84,116.55,정보통신업,50000,0.940719771,1,-1.703228224,0.00148367,성숙기,-5.460747247,44.57,21.67,21,,100000,대기업,15072995,24.99772047,,,,,,,,,
1962,(주)씨제이이엔엠,35760,2016,-1.57,1.97,1999-11-23,2753593504.0,16081605,-7.41,-9.16,0.6,-4.33,-14.68,-72.35,-71.31,1.48,1.13,2.56,45.26,11.67,2891.7,151.48,67.73,61.62,10.15,102.04,74.64,53.32,6.95,48.82,43.25,111.01,정보통신업,63000,0.870649092,0,-1.224636803,0.001965729,성숙기,-7.956740233,43.33,23.64,22,,100000,대기업,15072995,93.72817576,,,,,,,,,
