,target,거래소코드,상장일,수명주기,통계청 한국표준산업분류 10차(대분류),회계년도,회사명,대주주지분변화분,외국인지분분변화,자산,당기순이익(손실),비유동자산증가율,유동자산증가율,자기자본증가율,매출액증가율,정상영업이익증가율,순이익증가율,총포괄이익증가율,매출액순이익률,총자본순이익률,자기자본순이익률,매출원가대매출액비율,광고선전비대매출액비율,유보율,비유동비율,유동비율,당좌비율,현금비율,부채비율,유동부채비율,차입금비율,이자보상배율(이자비용),유보액대비율,유보액대납입자본배율,투자집중도,1인년간평균급여(직원),토빈Q,WW지수,RDS,산업평균_총자산증가율차분,보통주식비율,외국인_주식분포비율,업력
442,0,8060,1989/01/26,성숙기,"전문, 과학 및 기술 서비스업",2016,(주)대덕,-0.77,0.07,41946481.0,2038974.0,-13.93,-2.71,3.63,4.43,11.62,-14.42,-14.04,5.96,4.6,7.86,77.48,0.09,572.05,98.84,113.08,73.47,29.58,58.81,53.03,40.26,8.34,55.91,5.72,119.38,46797.0,1.0670349677247062,-0.8357879050475329,0.0104938468521339,-10.220747247365107,55.82,0.19,33.0
443,0,8060,1989/01/26,성숙기,"전문, 과학 및 기술 서비스업",2017,(주)대덕,-1.2,0.8000000000000003,215590123.0,1842254.0,3.38,4.24,5.055,0.0,49.37068527315937,860.9023444180505,45.22930641330159,1.61,0.91,2.18,79.8,0.13,813.42,87.08,179.57,115.64,24.28,138.26,84.19,88.52,1.29,44.74,8.13,174.34,49000.0,1.0010857733032603,-1.2174095966675038,0.0391973534970964,-0.1067402328439321,20.29,2.49,20.0
444,1,8060,1989/01/26,성숙기,"전문, 과학 및 기술 서비스업",2018,(주)대덕,34.800000000000004,-0.6800000000000002,204499981.0,382220.0,-1.53,-7.23,6.11,31.23,12.76,-83.04,-92.7,0.21,0.16,0.36,82.54,0.03,799.9,80.82,174.98,99.84,16.44,113.0,75.54,72.46,1.52,49.48,8.0,122.53,47000.0,1.023675228908701,1.1509579241321743,0.0267128175496514,-5.30109063761877,16.34,1.81,21.0
445,0,8060,1989/01/26,성숙기,"전문, 과학 및 기술 서비스업",2019,(주)대덕,-27.58,1.08,220685720.0,1203286.0,1.97,11.55,0.36,-17.01,-113.61,-601.07,-1288.61,-1.25,-0.79,-1.74,80.11,0.09,761.02,82.11,180.9,92.23,13.7,129.02,81.21,86.33,-0.23,46.93,7.61,156.94,51244.0,0.9245147314108044,-1.126519446307635,0.0309630942160079,7.882434708918474,15.8,2.89,22.0
446,1,490,1975/06/27,성숙기,제조업,2013,(주)대동,2.17,0.05,131611038.0,-5812345.0,-16.07,37.83,-1.39,-9.84,44.9,860.9023444180505,-1231.71,-5.97,-3.55,-3.32,79.52,0.45,2110.17,155.08,72.67,48.16,9.49,141.69,119.19,101.49,3.7,39.92,18.02,136.88,38930.0,0.917906986532543,-1.3207721135768251,0.0039591724533156,-2.600747247365109,66.89,0.07,19.0
447,1,490,1975/06/27,도입기,제조업,2014,(주)대동,-0.56,0.0,130677534.0,3382026.0,-0.75,-0.64,16.37,7.74,27.32,860.9023444180505,45.22930641330159,7.33,4.77,10.01,78.67,0.4,2219.01,130.51,76.98,41.42,5.61,103.47,94.79,75.41,6.57,47.44,19.21,134.87,43927.0,0.8719670093101084,-0.9193440776020824,0.0043852854877016,-0.816740232843932,65.28,0.07,20.0
448,0,490,1975/06/27,성장기,제조업,2015,(주)대동,0.7799999999999998,-5.52,99135240.0,-2111109.0,-8.65,-4.75,-3.61,-18.41,-74.6,-110.42,45.22930641330159,-0.51,-0.34,-1.09,81.59,0.1,445.14,100.5,105.0,86.41,19.93,131.11,124.39,86.58,1.26,35.88,4.85,102.81,53216.0,1.2016529517656889,-0.4982887632256165,0.0128664235093076,-6.65109063761877,46.18,2.36,38.0
449,0,490,1975/06/27,성장기,제조업,2016,(주)대동,-1.5,0.12,141447592.0,7846661.0,5.56,1.43,6.82,-7.3,31.38,19.96,19.96,5.92,5.64,7.05,88.33,0.01,3698.26,56.7,364.82,299.92,66.5,22.99,18.17,0.0,191.35,80.16,36.98,102.06,37522.0,0.5304068971071632,-1.035871495453766,0.0,3.249830716270698,63.0,0.12,35.0
450,0,490,1975/06/27,성장기,제조업,2017,(주)대동,11.16,-0.2599999999999999,167139032.0,6944768.0,50.48,-29.61,5.25,-3.41,-10.9,-15.74,-15.74,5.55,4.32,5.51,88.75,0.0,4160.84,84.85,289.59,214.04,57.79,29.37,15.38,10.33,189.04,76.33,41.61,125.16,35764.0,0.7365073242257381,-1.0992949650351689,0.0,7.9192527526348915,65.93,0.45,37.0
451,0,490,1975/06/27,성장기,제조업,2018,(주)대동,-10.83,0.94,171389854.0,3178474.0,-1.73,10.69,2.46,10.7,-23.31,-54.23,-54.23,2.3,1.88,2.43,90.58,0.12,4264.51,81.38,251.86,181.19,61.47,29.48,19.1,7.55,21.41,76.29,42.65,118.89,44184.0,0.7759470189408062,-0.832926897691338,0.0,2.433259767156068,73.7,1.39,38.0
452,1,490,1975/06/27,성숙기,제조업,2019,(주)대동,-0.4700000000000002,-0.7899999999999999,169038229.0,2732415.0,0.25,-4.11,1.68,-1.9,-34.65,-14.03,-14.03,2.01,1.61,2.05,91.78,0.01,4337.25,80.23,287.76,220.13,82.23,25.59,15.76,7.43,15.17,78.67,43.37,121.01,40546.0,0.5639245193937757,-0.0024873764911784,0.0,-1.5310906376187703,73.7,0.6,39.0
453,1,48470,2002/01/10,성숙기,제조업,2013,(주)대동스틸,0.4599999999999999,1.04,178709061.0,7933279.0,-8.92,31.62,5.6,11.2,-40.68,190.34,194.12,5.25,4.56,5.73,92.85,0.03,4582.87,69.2,219.69,168.67,92.61,25.74,25.74,7.04,11.35,78.63,45.83,110.44,46853.0,0.4875635059601147,-0.1385192621683756,0.0,5.692434708918474,73.7,1.64,40.0
454,0,48470,2002/01/10,도입기,제조업,2014,(주)대동스틸,8.89,0.2100000000000002,170980812.0,-585952.0,10.48,-22.45,-1.14,-9.53,49.37068527315937,860.9023444180505,-107.64,-0.43,-0.34,-0.41,95.11,0.06,4530.09,77.33,205.85,152.21,59.09,21.68,21.55,5.83,-13.35,81.23,45.3,110.4,45914.0,0.4903282289710964,-1.3918309549710937,0.0,-4.428294717190217,73.8,1.85,41.0
455,0,48470,2002/01/10,쇠퇴기,제조업,2015,(주)대동스틸,-4.029999999999999,-0.1499999999999999,122123723.0,-1801062.0,10.29,-18.8,-1.06,-57.86,-131.77,-92.32,-92.0,1.97,1.14,1.51,99.58,0.05,863.37,68.21,239.84,238.54,57.23,29.28,25.46,0.01,-493.44,70.87,8.63,112.37,46583.0,1.2108014437129468,-2.1206841443864297,0.0,-5.697565291081526,37.24,1.3,30.0
456,1,48470,2002/01/10,쇠퇴기,제조업,2016,(주)대동스틸,-0.06,0.0,30040480.0,1643447.0,6.39,-3.52,3.82,-14.66,-60.96,-48.78,-48.78,9.41,5.44,7.97,53.0,0.28,625.76,34.93,256.83,255.93,28.85,43.04,42.09,10.71,17.54,64.57,6.26,162.7,40431.0,1.3144545959318892,-1.0255083639661111,0.1426990165757248,-1.310169283729302,25.5,0.0,13.0
457,1,48470,2002/01/10,쇠퇴기,제조업,2017,(주)대동스틸,0.0,0.0,26765626.0,459644.0,-5.99,-12.49,-2.63,-8.84,49.37068527315937,-72.03,-72.03,2.89,1.62,2.22,55.37,0.1,640.59,33.73,314.58,314.57,46.88,30.89,30.89,0.61,-24.71,74.19,6.41,160.17,41565.0,1.1523455868358916,-0.3192004759028811,0.2045615015129818,-9.90461570353346,25.5,0.0,14.0
458,0,48470,2002/01/10,성장기,제조업,2018,(주)대동스틸,1.8,0.0299999999999999,32107836.0,472764.0,3.38,4.24,5.055,0.0,49.37068527315937,860.9023444180505,45.22930641330159,0.94,1.4,1.93,87.76,0.27,208.16,55.49,221.95,221.95,14.4,38.17,37.25,0.0,128.17,50.97,2.08,59.7,35106.0,1.3791281703320024,-0.5124286163789729,0.0133867565497638,-0.0401692837293019,31.16,0.94,7.0
459,0,48470,2002/01/10,쇠퇴기,제조업,2019,(주)대동스틸,-2.7,0.0,35334967.0,1426531.0,4.46,13.8,7.99,38.66,1067.52,271.65,314.88,2.52,4.95,6.91,88.48,0.11,231.78,53.68,213.51,213.51,35.33,40.81,40.81,0.0,605.11,51.57,2.32,47.12,32897.0,1.4904216051482375,1.330579327704689,0.009106572067516,11.04538429646654,25.92,0.94,8.0
460,1,4780,1994/12/29,성장기,제조업,2013,(주)대륙제관,-0.2,-0.35,42684548.0,-615023.0,33.39,13.04,-3.06,-32.74,49.37068527315937,860.9023444180505,-141.59,-1.62,-1.85,-2.92,90.45,0.11,222.01,73.86,137.0,137.0,59.87,75.47,74.16,41.61,-4.0,40.89,2.22,58.69,31982.0,1.4210208520891447,-2.1895400533574083,0.0216200346540265,20.58925275263489,15.9,0.59,9.0
461,1,4780,1994/12/29,성숙기,제조업,2014,(주)대륙제관,22.47,-3.49,289754543.0,10657453.0,38.14,-19.98,3.62,22.09,24.17,-63.57,-65.24,2.34,3.58,5.44,85.3,0.25,2286.22,53.78,205.0,184.64,39.29,45.43,44.71,0.49,224.24,67.86,22.86,61.46,58000.0,0.9517117769573676,0.6141403844955456,1.6893265312737968e-05,-5.348294717190217,35.72,4.36,22.0
462,1,4780,1994/12/29,성숙기,제조업,2015,(주)대륙제관,-0.87,2.26,755481565.0,29759160.0,30.27,8.73,6.91,1.63,-28.37,-35.21,-34.58,3.92,4.57,7.69,52.39,1.26,1120.15,110.87,102.9,33.2,0.06,73.18,60.55,49.54,7.26,53.02,11.22,58.67,42000.0,1.2811928852294363,-1.0990570427000592,0.0016005469745493,21.513202331496167,68.19,3.12,33.0
463,1,4780,1994/12/29,성숙기,제조업,2016,(주)대륙제관,0.13,-1.57,887788838.0,6803789.0,13.31,25.0,3.12,13.54,-28.2,-36.91,-43.49,2.11,2.34,4.62,52.3,1.43,1158.24,121.86,97.52,34.23,2.56,97.42,77.48,70.86,2.83,46.63,11.6,73.85,45000.0,1.4296539432274322,-0.2826355107816719,0.0018359129967382,17.4698307162707,68.07,1.55,34.0
464,0,4780,1994/12/29,성숙기,제조업,2017,(주)대륙제관,5.55,-0.55,914201109.0,12239635.0,6.52,-2.74,3.32,10.24,25.61,3.32,12.47,2.09,2.33,4.62,51.52,0.77,1199.95,125.59,102.57,38.93,3.19,96.69,69.32,74.46,2.74,46.94,12.02,74.6,49000.0,1.2889543989822485,-2.404193133111206,0.0019977164290852,3.9753842964665407,68.06,1.0,35.0
465,0,4780,1994/12/29,성숙기,제조업,2018,(주)대륙제관,27.83,1.85,966185102.0,7844653.0,3.14,10.18,2.73,1.58,35.61,-17.77,-17.33,1.71,1.86,3.69,49.3,0.93,1235.39,125.82,110.67,42.53,5.09,101.91,68.76,73.98,3.3,45.83,12.4,74.64,48000.0,0.9838199150787568,0.6884459066247558,0.0021272862785728,5.479252752634891,68.07,2.85,36.0
466,1,4780,1994/12/29,성숙기,제조업,2019,(주)대륙제관,-32.28,1.7799999999999998,950856585.0,22597925.0,-3.25,1.16,3.69,7.97,-5.92,38.6,28.41,2.19,2.52,4.96,47.86,1.08,1284.71,117.4,121.36,49.43,1.05,91.63,61.17,69.65,2.94,48.43,12.9,67.73,46000.0,1.0342327102882714,-0.7494076047005935,0.0027468016185196,-1.7510906376187705,68.07,4.63,37.0
467,0,17650,1994/11/07,쇠퇴기,제조업,2013,(주)대림제지,-1.28,0.7199999999999998,982473531.0,38023163.0,-0.64,9.6,9.8,14.52,118.26,138.87,147.31,4.57,5.97,11.09,44.29,1.33,1420.48,106.23,164.0,68.2,5.02,80.32,45.18,55.98,6.84,51.82,14.26,61.21,54000.0,1.7759477339038867,0.3217881338859221,0.0022611293237219,3.3024347089184745,65.19,5.35,38.0
468,0,17650,1994/11/07,성숙기,제조업,2014,(주)대림제지,3.32,1.6900000000000004,1128879552.0,61140336.0,19.66,8.08,10.03,12.86,52.17,28.68,29.89,5.19,7.01,12.98,41.27,1.9,1573.01,115.56,149.25,59.14,1.59,88.37,48.78,63.36,8.05,49.93,15.79,64.44,58000.0,1.8485728821138216,-0.6792383127037469,0.0024501724987063,14.791705282809785,60.95,7.04,39.0
469,0,17650,1994/11/07,성숙기,제조업,2015,(주)대림제지,-0.76,0.6500000000000004,595365659.0,21055757.0,-2.69,27.96,6.02,12.95,39.48,44.27,68.79,1.71,3.58,6.73,85.86,0.11,1527.29,117.21,85.81,57.85,19.44,88.97,83.62,42.38,9.7,49.67,15.27,48.79,29000.0,1.346327644671894,0.5999473487302831,0.0005617923517704,6.88890936238123,55.49,6.16,38.0
470,0,17650,1994/11/07,성장기,제조업,2016,(주)대림제지,21.4,0.8999999999999995,624958687.0,7301941.0,11.14,-5.1,0.58,5.88,-8.23,-58.71,-76.51,0.67,1.4,2.69,86.99,0.08,1536.8,129.51,114.93,62.69,3.49,97.21,58.9,45.56,8.79,47.61,15.37,41.97,35000.0,1.0408390954648814,0.3337054099201659,0.0005304519596238,4.942434708918474,55.5,7.06,39.0
471,0,17650,1994/11/07,성장기,제조업,2017,(주)대림제지,-19.4,-3.99,733262622.0,3410749.0,9.49,32.33,-0.57,3.25,-19.02,-48.87,-51.58,0.33,0.64,1.38,86.92,0.13,1527.49,142.61,108.97,62.25,9.12,132.71,82.68,83.59,3.72,40.33,15.27,52.88,33000.0,0.9335930934714955,-0.8053966814755458,0.0006840388463436,17.221705282809783,55.48,3.07,40.0
472,0,17650,1994/11/07,성장기,제조업,2018,(주)대림제지,-34.6,-0.1999999999999999,428995583.0,-3981824.0,-4.87,3.32,-5.03,1.95,1334.05,860.9023444180505,45.22930641330159,-1.2,-1.65,-4.05,67.36,1.07,478.67,103.53,137.42,57.97,5.55,147.02,104.42,101.03,1.14,35.42,4.79,67.48,43098.0,0.7585331725664877,-0.6903080935623941,0.0001217429368932,-0.320169283729302,28.42,0.64,40.0
473,0,17650,1994/11/07,성숙기,제조업,2019,(주)대림제지,1.7500000000000002,3.18,428090184.0,1089600.0,-3.01,1.81,2.24,3.03,85.41,860.9023444180505,45.22930641330159,0.56,0.79,1.97,68.26,0.91,490.63,98.27,121.49,46.86,5.83,141.25,117.68,92.58,2.02,36.36,4.91,65.09,42784.0,0.9468881988660596,-1.1501163169370157,0.0001553970730842,0.7853842964665406,30.84,3.82,41.0
474,0,36480,2000/04/04,성장기,제조업,2013,(주)대성미생물연구소,-3.14,-0.6999999999999997,431379116.0,3293032.0,2.26,-0.25,5.09,5.25,21.12,92.04,43.82,1.04,1.55,3.65,67.25,1.17,519.13,95.62,153.16,56.28,9.01,131.31,88.59,82.03,2.27,38.18,5.2,61.86,43966.0,0.8263867398485744,-0.842366320569867,0.0002035201177241,0.5592527526348909,30.84,3.12,42.0
475,0,36480,2000/04/04,성숙기,제조업,2014,(주)대성미생물연구소,31.45,-0.0700000000000002,432327923.0,-4952935.0,-11.28,8.33,-2.96,0.1,-19.71,-187.29,-198.88,-0.9,-1.34,-3.16,68.11,0.99,501.7,87.41,147.24,56.16,7.94,138.87,102.87,82.62,2.14,36.82,5.02,62.01,44192.0,0.8064157185840619,-1.1842236529090495,0.0002154264421694,0.1132597671560678,30.84,3.05,43.0
476,1,36480,2000/04/04,성숙기,제조업,2015,(주)대성미생물연구소,-28.31,0.6800000000000002,421611580.0,-8394650.0,-4.02,-1.59,-6.38,-0.02,-94.41,860.9023444180505,45.22930641330159,-1.53,-2.3,-5.44,70.07,1.02,465.29,89.77,154.61,57.78,9.33,149.26,103.16,95.64,0.11,34.95,4.65,60.75,40488.0,0.8982015763893392,0.0871203159205797,0.0004161816867383,-2.6410906376187704,30.84,3.73,44.0
477,0,36480,2000/04/04,성숙기,제조업,2016,(주)대성미생물연구소,-3.14,-1.2200000000000002,412251485.0,-5824129.0,-8.83,1.5,8.44,-2.88,74.31,860.9023444180505,45.22930641330159,-1.02,-1.52,-3.31,72.35,0.58,403.63,75.67,134.81,48.51,9.99,125.34,111.03,78.98,0.23,37.46,4.02,61.33,46858.0,0.9039485617280432,-0.6058746068658483,0.0005436871021716,-2.247565291081526,25.44,2.51,45.0
478,0,36480,2000/04/04,쇠퇴기,제조업,2017,(주)대성미생물연구소,31.45,-0.1899999999999999,403441080.0,554470.0,-5.49,-0.44,10.04,8.59,512.62,860.9023444180505,45.22930641330159,0.08,0.13,0.74,73.9,0.6,397.79,64.9,195.93,67.51,10.68,100.13,69.02,56.38,1.69,41.87,3.97,56.46,47728.0,0.8936689023685938,-0.7971586453931834,0.0005026049135671,-2.248294717190217,22.96,2.32,46.0
479,0,36480,2000/04/04,성숙기,제조업,2018,(주)대성미생물연구소,30.06,0.0,100315170.0,8662217.0,31.63,-10.9,4.96,20.11,4.09,-14.94,-14.28,7.01,4.11,7.59,76.75,0.12,1324.57,70.61,227.56,124.7,55.4,49.44,34.64,36.15,11.39,63.46,14.19,170.21,35000.0,1.919032729855315,-0.3147936163537639,0.0,4.939252752634891,48.97,0.52,14.0
480,0,36480,2000/04/04,성장기,제조업,2019,(주)대성미생물연구소,-28.31,0.4199999999999999,94590977.0,1034786.0,-1.83,-9.18,-0.64,-13.32,-64.63,-77.8,-74.96,0.86,0.44,1.65,81.31,0.16,1332.39,70.37,233.88,132.74,58.5,43.06,31.08,34.34,3.5,67.03,14.13,185.29,37000.0,0.9406924420708752,-1.5866851888134983,0.0,-5.816740232843932,48.97,0.94,15.0
481,1,104040,2009/01/23,쇠퇴기,제조업,2013,(주)대성파인텍,-0.0100000000000002,-0.1699999999999999,98551325.0,5027297.0,1.73,6.57,7.95,14.51,154.78,385.83,330.3,8.2,4.84,7.74,78.1,0.09,1443.05,66.92,192.46,107.31,52.59,39.34,37.63,28.05,9.6,69.02,15.16,165.38,37000.0,0.9546410203515784,0.5934972250425833,0.0,4.02890936238123,48.97,0.77,16.0
482,1,104040,2009/01/23,성숙기,제조업,2014,(주)대성파인텍,28.21,-0.13,109810180.0,3193949.0,32.03,-7.61,3.03,-1.3,-25.47,-36.47,-40.92,5.41,2.92,4.66,79.41,0.09,1488.66,86.05,225.06,120.49,54.48,51.2,28.95,41.43,5.03,63.67,15.59,187.08,39000.0,0.7799952387474458,-0.5566125476141824,0.0,11.392434708918474,48.97,0.64,17.0
483,1,104040,2009/01/23,성장기,제조업,2015,(주)대성파인텍,0.0,0.0,74352138.0,505480.0,-8.56,-8.73,0.27,-19.52,49.37068527315937,860.9023444180505,45.22930641330159,0.82,0.65,1.34,92.61,0.0,522.56,55.05,149.37,88.03,7.59,96.61,94.77,71.36,1.27,42.69,5.23,113.74,37484.0,0.6892570403288202,-1.9244561547835548,0.0,-7.694615703533459,34.99,0.0,58.0
484,0,104040,2009/01/23,성장기,제조업,2016,(주)대성파인텍,-29.51,0.0,69573298.0,1932155.0,-2.43,-7.98,4.23,-7.74,78.64,282.24,550.49,3.38,2.68,5.0,87.56,0.0,548.9,51.53,167.57,103.75,14.75,76.51,74.58,56.21,3.32,47.92,5.49,114.48,36852.0,0.771789834197597,-1.280583454157572,0.0,-6.640747247365109,35.91,0.0,59.0
485,0,104040,2009/01/23,성장기,제조업,2017,(주)대성파인텍,1.83,0.24,70143578.0,576365.0,-2.07,2.01,-0.18,22.63,-77.0,-70.17,-80.79,0.82,0.83,1.46,92.4,0.0,547.73,50.56,168.31,128.64,18.26,78.27,75.88,48.29,0.99,47.43,5.48,94.16,44942.0,0.9003136398032048,-0.3789733907381846,0.0,0.7132597671560679,35.91,0.24,60.0
486,0,104040,2009/01/23,성장기,제조업,2018,(주)대성파인텍,-30.77,0.2,59724863.0,-25247.0,25.57,-1.41,-2.08,-36.18,49.37068527315937,860.9023444180505,-108.46,-1.67,-1.01,-1.58,84.02,0.0,857.42,92.41,138.57,100.54,22.67,67.02,53.85,53.73,-2.13,53.62,8.57,155.73,36865.0,1.010866056134779,-2.200283866281027,0.0298868813361529,11.679252752634891,47.88,0.25,13.0
487,0,104040,2009/01/23,성숙기,제조업,2019,(주)대성파인텍,1.37,0.12,71157054.0,566971.0,41.91,-9.06,7.28,3.18,49.37068527315937,860.9023444180505,45.22930641330159,1.08,0.58,1.03,77.43,0.0,853.2,122.25,145.75,105.31,39.37,85.5,43.4,72.73,1.33,48.25,8.53,174.75,35029.0,1.2704460789087757,-0.995422333943432,0.0320624366394038,19.033259767156068,46.65,0.37,14.0
488,0,5620,1976/12/28,쇠퇴기,"전문, 과학 및 기술 서비스업",2013,(주)대성합동지주,-27.68,-0.35,86006661.0,534321.0,-3.83,-3.94,-2.52,-30.08,-104.42,-112.31,-112.25,-1.96,-0.86,-1.46,81.24,0.0,938.24,102.19,285.85,228.89,123.24,67.68,22.91,56.46,-0.51,55.33,9.38,187.82,29063.0,0.7602892557356691,-1.4909372508634835,0.0356564207512795,-3.8975652910815257,37.38,0.47,16.0
489,0,5620,1976/12/28,성숙기,"전문, 과학 및 기술 서비스업",2014,(주)대성합동지주,-1.7199999999999998,0.5700000000000001,86471265.0,-2725526.0,3.05,-3.38,-4.71,14.59,49.37068527315937,860.9023444180505,45.22930641330159,-6.08,-3.13,-3.96,79.49,0.0,903.04,112.18,186.42,132.91,35.14,79.58,36.16,64.25,-0.82,52.13,8.89,170.21,31791.0,0.7643517833351924,-0.5104455043011944,0.028417017331686,0.4317052828097837,37.37,1.04,17.0
490,0,5620,1976/12/28,쇠퇴기,"전문, 과학 및 기술 서비스업",2015,(주)대성합동지주,3.450000000000003,-0.03,270215370.0,6272602.0,-5.85,-10.26,0.83,-4.06,-46.32,-45.18,-68.35,2.51,1.48,2.33,91.63,0.0,2697.26,93.0,189.66,110.6,29.37,50.68,30.41,43.6,2.09,64.88,26.97,133.8,50000.0,0.5976596890102883,-1.4362210292787156,0.0,-6.594615703533459,61.7,0.47,55.0
491,0,5620,1976/12/28,쇠퇴기,"전문, 과학 및 기술 서비스업",2016,(주)대성합동지주,0.28,0.3299999999999999,253349178.0,6771304.0,5.95,60.31,-1.02,47.37,137.41,118.16,118.16,4.92,2.95,3.75,90.86,0.0,2734.17,84.12,189.71,144.52,78.74,40.94,29.95,33.24,3.63,70.15,27.34,150.17,49000.0,0.577270990790426,0.4327060197328296,0.0,22.623259767156068,61.58,0.7,57.0
492,0,3090,1973/06/26,성장기,제조업,2013,(주)대웅,-0.28,-2.26,137272928.0,12334336.0,-1.63,-13.14,4.81,-18.66,-34.12,-26.62,-18.82,9.99,9.35,12.89,78.86,0.0,1930.07,70.6,328.02,203.3,48.01,28.39,17.62,14.4,38.47,77.22,20.05,81.65,49029.0,0.8162182484808658,-1.183264265015841,0.0,-7.187565291081526,42.25,3.56,13.0
493,0,3090,1973/06/26,성장기,제조업,2014,(주)대웅,-9.61,0.62,146231340.0,155623.0,-0.38,-11.89,3.31,-9.89,-27.39,-50.35,-50.17,2.82,2.14,4.37,81.97,0.0,314.66,119.87,99.45,80.5,8.25,87.24,67.74,61.81,3.63,41.84,3.62,120.81,26767.0,0.9652027295790356,-0.8675350535527163,0.0,-4.877565291081526,55.01,1.21,23.0
494,0,3090,1973/06/26,성장기,제조업,2015,(주)대웅,0.1599999999999999,-0.4399999999999999,157234051.0,-304956.0,2.7,16.11,3.34,-3.51,-7.53,-30.37,-31.54,1.75,1.27,2.95,82.06,0.0,328.53,121.46,112.08,89.23,18.07,98.63,68.85,70.55,3.1,39.59,3.68,124.11,29249.0,0.856320695521608,-1.2372990859652655,0.0,7.411705282809783,55.01,0.77,24.0
495,1,3090,1973/06/26,성장기,제조업,2016,(주)대웅,-8.31,0.2299999999999999,55105831.0,3169177.0,62.25,-15.27,5.42,-12.35,-29.9,-34.35,-34.35,10.02,6.18,7.53,82.77,0.06,2259.01,72.56,409.89,366.8,82.15,27.65,13.44,0.0,28.13,75.02,22.59,140.85,50000.0,1.340054010799692,-1.1864298517718632,0.0,16.2798307162707,31.63,0.63,14.0
496,0,3090,1973/06/26,성숙기,제조업,2017,(주)대웅,-0.01,0.4199999999999999,69191092.0,3446233.0,29.37,-0.16,4.94,12.21,-31.61,-21.59,-21.59,9.27,4.95,6.63,79.81,0.12,2679.7,88.1,219.68,187.86,51.28,37.28,22.39,0.0,22.11,70.91,26.81,191.38,51000.0,2.1405508626746346,-0.7494069125882974,0.0042236233803573,16.863259767156066,27.66,1.43,17.0
497,0,3090,1973/06/26,성숙기,제조업,2018,(주)대웅,-8.930000000000001,0.4799999999999997,77675670.0,3864311.0,-0.69,34.64,5.77,7.88,4.28,-17.96,-17.96,10.98,6.83,8.23,78.15,0.07,3149.42,83.51,172.11,165.92,30.38,32.81,28.65,5.47,24.67,74.81,31.76,157.2,56000.0,1.3716956972498595,-0.2171161974679882,0.0007030923235926,10.002434708918472,25.89,2.07,19.0
498,0,3090,1973/06/26,성숙기,제조업,2019,(주)대웅,2.05,-0.1799999999999997,194005314.0,11699624.0,0.33,-0.35,25.51,16.58,-12.54,-2.36,-2.59,7.15,7.38,16.81,72.55,0.0,788.68,85.7,119.33,86.64,25.33,105.48,100.37,63.39,5.38,44.43,8.03,71.5,51111.0,1.3916973614959849,-0.7038292815975187,0.0791641620009125,0.9253842964665406,25.17,3.1,16.0
499,1,69620,2002/11/01,성장기,제조업,2013,(주)대웅제약,-7.98,-1.29,59599776.0,236222.0,-0.45,-29.7,4.39,-22.31,49.37068527315937,-97.15,-96.14,0.08,0.06,0.4,88.86,0.0,1580.57,111.6,100.65,88.04,6.4,53.74,41.87,37.25,-1.35,62.63,15.81,115.54,35177.0,0.9523610637395684,-1.4558653084455329,0.0376305423725681,-10.680169283729304,43.2,0.03,10.0
500,0,69620,2002/11/01,성장기,제조업,2014,(주)대웅제약,-0.28,-0.24,207374649.0,2000676.0,-0.51,0.01,0.83,-4.17,-20.07,-3.31,-24.59,1.27,1.19,1.66,58.6,1.44,970.96,66.87,424.99,258.69,40.93,38.31,16.81,3.48,9.64,65.55,9.71,100.26,42291.0,0.9773423510411824,-1.2439077203214186,0.0004568621998452,-0.326797668503835,17.82,1.16,34.0
501,0,69620,2002/11/01,성장기,제조업,2015,(주)대웅제약,5.15,1.93,226090017.0,2001791.0,1.18,2.28,1.05,-4.49,1414.08,873.62,339.12,1.24,0.83,1.17,55.57,1.1,944.07,69.05,415.95,273.99,75.1,31.43,15.0,2.22,7.05,68.81,9.46,134.59,28258.0,1.3010408274682912,0.604125081170281,0.001275851295275,1.4892527526348909,26.5,3.74,37.0
502,0,69620,2002/11/01,성장기,제조업,2016,(주)대웅제약,-5.26,0.2799999999999993,211445069.0,-4481117.0,0.76,-14.49,-2.7,-6.25,-339.21,-323.86,-360.17,-3.48,-2.24,-2.65,54.27,1.43,915.9,71.69,584.79,346.95,59.26,26.64,9.4,0.83,-16.64,71.19,9.15,106.42,31202.0,1.1749890855671834,-1.1168847939646775,0.0015112563897166,-6.64109063761877,26.5,4.02,38.0
503,0,69620,2002/11/01,성숙기,제조업,2017,(주)대웅제약,-8.12,0.0899999999999998,123074968.0,2392645.0,57.99,-20.75,4.16,-25.83,-55.16,-79.1,-64.0,2.41,1.94,2.37,58.17,0.0,2065.63,48.09,366.19,304.27,70.43,19.5,19.5,9.71,16.2,84.99,20.66,87.63,66000.0,1.3745702432358138,-1.9388971621491504,0.2365178507318489,-1.0807472473651092,16.53,11.65,13.0
504,0,69620,2002/11/01,성숙기,제조업,2018,(주)대웅제약,-0.120000000000001,-1.29,56502541.0,230049.0,14.34,22.17,1.1,47.23,-65.09,-86.8,-82.48,0.26,0.44,0.82,86.21,0.11,462.2,46.87,180.65,129.2,39.79,101.03,85.34,36.99,4.36,40.9,4.62,58.7,50751.0,0.7766775356173805,0.4692906650536526,0.0467643234928052,21.24538429646654,25.6,0.68,15.0
